# mjd counts counts_error
5.894601629638671875e+04 1.340114506007669775e+02 1.390550475771427763e+01
5.894603717041015625e+04 1.293681977852400848e+02 1.501979089176220050e+01
5.894605798339843750e+04 1.345128101817646211e+02 1.456004514113708659e+01
5.894607879638671875e+04 1.378911514050768687e+02 1.639896396784908816e+01
5.894609967041015625e+04 1.349449182584690732e+02 1.577553664653454213e+01
5.894612048339843750e+04 1.358727034237815587e+02 1.397008017489821086e+01
5.894614129638671875e+04 1.397301262566570301e+02 1.322991174921281399e+01
5.894616217041015625e+04 1.330561264312767094e+02 1.519092944140371948e+01
5.894618298339843750e+04 1.368402441811672929e+02 1.570176616806272385e+01
5.894620379638671875e+04 1.399298847884101349e+02 1.541289135278860911e+01
5.894622467041015625e+04 1.418711209559591282e+02 1.621130471791518346e+01
5.894624548339843750e+04 1.356766453892610400e+02 1.320331147884074241e+01
5.894626629638671875e+04 1.320755598538811455e+02 1.518449282877896067e+01
5.894628717041015625e+04 1.363349314167887769e+02 1.391926598654819358e+01
5.894630798339843750e+04 1.386308055767067344e+02 1.434062390219615502e+01
5.894632879638671875e+04 1.375922113175939216e+02 1.459050786060407923e+01
5.894634960937500000e+04 1.382348174175118345e+02 1.342796197475230002e+01
5.894637042236328125e+04 1.357922800499263190e+02 1.559202231260985272e+01
5.894639129638671875e+04 1.346647105560529383e+02 1.559495960886378541e+01
5.894641210937500000e+04 1.407960836373146378e+02 1.761486441923103285e+01
5.894643292236328125e+04 1.372365104962415785e+02 1.638245824783597371e+01
5.894645379638671875e+04 1.364024601887276447e+02 1.477096827143221169e+01
5.894647460937500000e+04 1.370477480150781560e+02 1.297881734127775921e+01
5.894649542236328125e+04 1.420687944903811797e+02 1.461486558933185620e+01
5.894651629638671875e+04 1.361920723600691190e+02 1.307317947387628720e+01
5.894653710937500000e+04 1.400883906335644724e+02 1.540449772109909432e+01
5.894655792236328125e+04 1.396523657984096474e+02 1.327822043133603280e+01
5.894657879638671875e+04 1.425916485676884236e+02 1.579322118850957146e+01
5.894659960937500000e+04 1.348114408747555331e+02 1.416112869511364991e+01
5.894662042236328125e+04 1.353522034972838242e+02 1.468686277834315312e+01
5.894664129638671875e+04 1.335136679366499664e+02 1.513741706610482751e+01
5.894666210937500000e+04 1.403821548127691017e+02 1.509723642148878042e+01
5.894668292236328125e+04 1.350982117040587696e+02 1.542540470632598826e+01
5.894670379638671875e+04 1.320704212565630371e+02 1.590449529902792314e+01
5.894672460937500000e+04 1.422408149021869974e+02 1.535501637712902046e+01
5.894674542236328125e+04 1.421259722293602579e+02 1.624948827062942058e+01
5.894676629638671875e+04 1.440348896763563573e+02 1.661171530668160301e+01
5.894678710937500000e+04 1.378303275604479552e+02 2.550545607347754995e+01
5.894680792236328125e+04 1.425223175344546576e+02 1.737868779364406890e+01
5.894682879638671875e+04 1.351283748885373086e+02 1.869787430275087914e+01
5.894684960937500000e+04 1.375928280603492624e+02 1.444590984238915610e+01
5.894687042236328125e+04 1.356086529191263423e+02 1.686194639628276448e+01
5.894689129638671875e+04 1.418543692278783794e+02 1.497945656877001852e+01
5.894691210937500000e+04 1.338137141186792007e+02 1.658760487272018480e+01
5.894693292236328125e+04 1.423804723939102814e+02 1.424175696268960323e+01
5.894695379638671875e+04 1.376616216953265166e+02 1.600313393459868294e+01
5.894697460937500000e+04 1.391847748976877028e+02 1.532776369557552520e+01
5.894699542236328125e+04 1.459461981069135561e+02 1.460465248840429453e+01
5.894701629638671875e+04 1.393401421707794725e+02 1.501321633724042215e+01
5.894703710937500000e+04 1.396064341216377898e+02 1.513630825180867312e+01
5.894705792236328125e+04 1.426879471326275279e+02 1.656396044473606821e+01
5.894707879638671875e+04 1.416924599394820348e+02 1.551648888017398420e+01
5.894709960937500000e+04 1.346307980216082569e+02 1.669261349434808039e+01
5.894712042236328125e+04 1.422178247996723144e+02 1.589644057935983312e+01
5.894714129638671875e+04 1.469477920599320271e+02 1.642764757801121078e+01
5.894716210937500000e+04 1.442279340502586251e+02 1.437842451348689465e+01
5.894718292236328125e+04 1.386731613669170997e+02 1.526003714184824567e+01
5.894720379638671875e+04 1.403698185667405482e+02 1.619323408454944513e+01
5.894722460937500000e+04 1.395215202034435151e+02 1.546547896076131146e+01
5.894724542236328125e+04 1.417743386553892719e+02 1.457556666758556929e+01
5.894726629638671875e+04 1.386207121661120993e+02 1.575901093223073524e+01
5.894728710937500000e+04 1.411818281425600787e+02 1.673337940675842717e+01
5.894730792236328125e+04 1.410166544129789941e+02 1.722962982514417973e+01
5.894732879638671875e+04 1.422751177239204310e+02 1.586772923837599159e+01
5.894734960937500000e+04 1.434102229747576871e+02 1.716997054879048790e+01
5.894737042236328125e+04 1.402254480378850872e+02 1.652309682543089764e+01
5.894739129638671875e+04 1.437716600015278914e+02 1.637312412775773396e+01
5.894741210937500000e+04 1.445648609681055632e+02 1.382940229388567843e+01
5.894743292236328125e+04 1.444733275435915232e+02 1.697460000980635186e+01
5.894745379638671875e+04 1.444939863401217508e+02 1.712028377558621273e+01
5.894747460937500000e+04 1.448285128451591959e+02 1.515113793911347173e+01
5.894749542236328125e+04 1.430142624550938990e+02 1.432987473934834455e+01
5.894751629638671875e+04 1.386375286092410306e+02 1.514512900711451771e+01
5.894753710937500000e+04 1.429193441410544665e+02 1.600333839206668785e+01
5.894755792236328125e+04 1.454607919670427805e+02 1.492192752400185185e+01
5.894757879638671875e+04 1.445274709358045868e+02 1.554897161784047910e+01
5.894759960937500000e+04 1.449236062272102288e+02 1.505042329871071516e+01
5.894762042236328125e+04 1.398358431822280750e+02 1.550900331823298295e+01
5.894764129638671875e+04 1.424292100689336280e+02 1.397424701694578353e+01
5.894766210937500000e+04 1.432197248171941624e+02 1.683554336835834064e+01
5.894768292236328125e+04 1.424201052061571602e+02 1.498155965579080728e+01
5.894770379638671875e+04 1.397097133114601490e+02 1.703432253991981682e+01
5.894772460937500000e+04 1.463240860038320932e+02 1.776045848727505927e+01
5.894774542236328125e+04 1.435639561613755575e+02 1.525928468140976690e+01
5.894776629638671875e+04 1.452775035178667906e+02 1.723593478859013572e+01
5.894778710937500000e+04 1.435832598765995556e+02 1.553786561052034365e+01
5.894780792236328125e+04 1.413069043819922399e+02 1.538269544210759854e+01
5.894782879638671875e+04 1.391524871733814450e+02 1.587549706616698408e+01
5.894784960937500000e+04 1.379557619853975154e+02 1.723639167375853631e+01
5.894787042236328125e+04 1.436353269716054228e+02 1.475986299771025223e+01
5.894789129638671875e+04 1.396672377197060371e+02 1.575445401458952688e+01
5.894791210937500000e+04 1.424041182668210013e+02 1.689434563449723825e+01
5.894793292236328125e+04 1.443925365782875474e+02 1.683040348817612397e+01
5.894795379638671875e+04 1.422095507239040728e+02 1.600995063882051994e+01
5.894797460937500000e+04 1.369084308065887967e+02 1.523599889488635561e+01
5.894799542236328125e+04 1.441985313869994911e+02 1.685242999019218857e+01
5.894801629638671875e+04 1.445365419650499916e+02 1.572429880738780916e+01
5.894803710937500000e+04 1.397508306860864593e+02 1.718252163270211241e+01
5.894805792236328125e+04 1.483713656845965829e+02 1.629292898309991244e+01
5.894807879638671875e+04 1.375554294442028151e+02 1.464269338518938213e+01
5.894809960937500000e+04 1.418460163234196045e+02 1.791631415416692974e+01
5.894812042236328125e+04 1.418867352553784258e+02 1.516377172928306116e+01
5.894814129638671875e+04 1.443081381157293777e+02 1.717676739157796106e+01
5.894816210937500000e+04 1.419409688809649879e+02 1.451441313796564714e+01
5.894818292236328125e+04 1.424064411053905701e+02 1.491509981070539048e+01
5.894820379638671875e+04 1.427713118050683363e+02 1.573405949759046862e+01
5.894822460937500000e+04 1.397500811743612132e+02 1.762369867561054804e+01
5.894824542236328125e+04 1.393646075425482138e+02 1.638054093274051581e+01
5.894826629638671875e+04 1.415586331307298451e+02 1.529494173791493061e+01
5.894828710937500000e+04 1.401686076523257043e+02 1.594239481429076832e+01
5.894830792236328125e+04 1.416593444386551823e+02 1.656593061630005792e+01
5.894832879638671875e+04 1.440438157536034680e+02 1.547273768435171704e+01
5.894834960937500000e+04 1.403915014507524859e+02 1.547618415102978062e+01
5.894837042236328125e+04 1.399179620888697286e+02 1.553571247380478937e+01
5.894839129638671875e+04 1.387048681060532545e+02 1.829173067763609950e+01
5.894841210937500000e+04 1.457729564034770533e+02 1.609926054912057936e+01
5.894843292236328125e+04 1.453371689270789773e+02 1.704029835045079011e+01
5.894845379638671875e+04 1.406299603621510528e+02 1.496614101456399304e+01
5.894847460937500000e+04 1.434424632734091460e+02 1.593470916688712791e+01
5.894849542236328125e+04 1.467352079331283790e+02 1.654082918052301565e+01
5.894851629638671875e+04 1.467096332594018122e+02 1.591598411885921394e+01
5.894853710937500000e+04 1.405216896618146905e+02 1.663550959539995588e+01
5.894855792236328125e+04 1.407428857322658757e+02 1.701340974433173869e+01
5.894857873535156250e+04 1.447751221057457371e+02 1.484047918695533852e+01
5.894859954833984375e+04 1.410045186924174345e+02 1.567176466623671338e+01
5.894862042236328125e+04 1.455297066498032450e+02 1.545626858411423932e+01
5.894864123535156250e+04 1.409290168712624620e+02 1.611244379343233746e+01
5.894866204833984375e+04 1.412824151320825763e+02 1.691816649522497329e+01
5.894868292236328125e+04 1.367178259969967939e+02 1.553710852968024447e+01
5.894870373535156250e+04 1.400958201644943131e+02 1.533506994448217675e+01
5.894872454833984375e+04 1.415452874312715039e+02 1.518882446443389078e+01
5.894874542236328125e+04 1.408659736218651233e+02 1.579719789219430481e+01
5.894876623535156250e+04 1.402507858762374724e+02 1.497534860349157171e+01
5.894878704833984375e+04 1.402334950808336202e+02 1.579366310262779827e+01
5.894880792236328125e+04 1.432356031377967440e+02 1.757333097158866053e+01
5.894882873535156250e+04 1.440637387902906994e+02 1.554207274329348643e+01
5.894884954833984375e+04 1.393253697020496134e+02 1.745919618905998050e+01
5.894887042236328125e+04 1.426964631511035009e+02 1.728342785966520978e+01
5.894889123535156250e+04 1.384058703870560976e+02 1.797826573927412497e+01
5.894891204833984375e+04 1.434352009793885543e+02 1.731962243929816125e+01
5.894893292236328125e+04 1.438428534492824156e+02 1.597215687295483555e+01
5.894895373535156250e+04 1.460846757653124257e+02 1.835482799219843741e+01
5.894897454833984375e+04 1.415041249030621771e+02 1.886856849881146658e+01
5.894899542236328125e+04 1.411483010363930362e+02 1.676698588236846632e+01
5.894901623535156250e+04 1.479535452723927733e+02 1.651138766983964246e+01
5.894903704833984375e+04 1.483967203641294930e+02 1.741975442758359449e+01
5.894905792236328125e+04 1.448357028988382353e+02 1.634040822551958172e+01
5.894907873535156250e+04 1.383835944606983333e+02 1.632748989478858448e+01
5.894909954833984375e+04 1.403674825744053294e+02 1.952056098042109511e+01
5.894912042236328125e+04 1.423638348629809514e+02 2.158780572467520642e+01
5.894914123535156250e+04 1.418926975052458772e+02 1.654916483882083256e+01
5.894916204833984375e+04 1.396767378780285753e+02 1.595054773253354163e+01
5.894918292236328125e+04 1.421915503836850974e+02 2.011408610381492679e+01
5.894920373535156250e+04 1.389439895696446570e+02 1.681759408688488122e+01
5.894922454833984375e+04 1.389261030212880996e+02 1.987130854519952194e+01
5.894924542236328125e+04 1.436078960764800456e+02 1.549147859786592107e+01
5.894926623535156250e+04 1.450212165113256333e+02 1.908757890702354487e+01
5.894928704833984375e+04 1.378854806595212494e+02 1.829518436627287059e+01
5.894930792236328125e+04 1.452774486536398229e+02 1.834223225931916801e+01
5.894932873535156250e+04 1.449373619973742677e+02 1.713628517395175521e+01
5.894934954833984375e+04 1.392405998148989283e+02 2.275756889087477219e+01
5.894937042236328125e+04 1.366423731131089596e+02 2.233411974491563967e+01
5.894941204833984375e+04 1.452403208902610174e+02 1.884039636696562070e+01
5.894943292236328125e+04 1.413116875205281247e+02 1.732404704957575703e+01
5.894945373535156250e+04 1.472272084185576375e+02 1.833614058028517491e+01
5.894947454833984375e+04 1.451448489635609178e+02 1.831126188155769796e+01
5.894949542236328125e+04 1.536201898109995341e+02 1.784117482051125947e+01
5.894951623535156250e+04 1.505525244323505376e+02 1.706238168100729524e+01
5.894953704833984375e+04 1.450754936234460502e+02 1.822561318499556293e+01
5.894955792236328125e+04 1.440399560608287004e+02 1.710996255928923659e+01
5.894957873535156250e+04 1.477595827193390789e+02 1.738412008500619166e+01
5.894959954833984375e+04 1.443039484746669245e+02 1.860781634227307535e+01
5.894962042236328125e+04 1.476106932074594056e+02 1.790482734388414343e+01
5.894964123535156250e+04 1.455102242633740275e+02 1.674572774128802877e+01
5.894966204833984375e+04 1.465114164982172156e+02 1.860477756208521072e+01
5.894968292236328125e+04 1.429287015076494640e+02 1.747316082592906028e+01
5.894970373535156250e+04 1.467390467187466072e+02 1.775602899868666640e+01
5.894972454833984375e+04 1.482526985206605445e+02 1.535979070673584879e+01
5.894974542236328125e+04 1.442384535873834182e+02 1.716043515271303477e+01
5.894976623535156250e+04 1.457677065399266780e+02 1.832211809305282912e+01
5.894978704833984375e+04 1.464732146968864868e+02 1.864655461738339781e+01
5.894980792236328125e+04 1.527989800768605733e+02 1.805370060037559909e+01
5.894982873535156250e+04 1.526448366404854937e+02 1.724787089425694120e+01
5.894984954833984375e+04 1.496178632957177115e+02 1.636718853979850152e+01
5.894987042236328125e+04 1.495418713964612039e+02 1.697129798483405594e+01
5.894989123535156250e+04 1.489581652678455157e+02 1.741152201513613207e+01
5.894991204833984375e+04 1.511960096927460029e+02 1.774575582323561562e+01
5.894993292236328125e+04 1.471075557327392005e+02 1.641338833901384930e+01
5.894995373535156250e+04 1.525951842725406493e+02 1.645749562164219171e+01
5.894997454833984375e+04 1.488261173272355506e+02 1.663314180904313133e+01
5.894999542236328125e+04 1.458308424581002782e+02 1.795035439086565887e+01
5.895001623535156250e+04 1.514305379820725079e+02 1.701882089635884654e+01
5.895003704833984375e+04 1.491744749956583291e+02 1.532295909601455364e+01
5.895005792236328125e+04 1.470645388756248622e+02 1.916425523650979557e+01
5.895007873535156250e+04 1.499254157740934943e+02 1.845552626917030281e+01
5.895009954833984375e+04 1.485619186777574328e+02 1.732103488611335251e+01
5.895012042236328125e+04 1.490533277205920513e+02 1.899582413295347649e+01
5.895014123535156250e+04 1.515944468208262208e+02 1.661499111627656688e+01
5.895016204833984375e+04 1.478042528085930485e+02 1.705569506771777455e+01
5.895018292236328125e+04 1.521876041586341444e+02 1.841901203087979866e+01
5.895020373535156250e+04 1.455601541642247128e+02 1.784432755659204872e+01
5.895022454833984375e+04 1.482367662266409809e+02 1.744826640222998293e+01
5.895024542236328125e+04 1.493813386007393262e+02 1.756115997165375830e+01
5.895026623535156250e+04 1.474005703051246030e+02 1.542700055659872937e+01
5.895028704833984375e+04 1.467033619105168611e+02 1.767248732236513931e+01
5.895030792236328125e+04 1.457955688457195720e+02 1.947255939549959436e+01
5.895032873535156250e+04 1.457481303551616918e+02 1.943243743671597912e+01
5.895034954833984375e+04 1.509285390490965710e+02 1.829355773555021614e+01
5.895037042236328125e+04 1.497175396698814325e+02 1.686126597668837945e+01
5.895039123535156250e+04 1.473209650298676365e+02 1.723558267202324146e+01
5.895041204833984375e+04 1.471603793654900585e+02 1.788352662644566848e+01
5.895043286132812500e+04 1.506339751970593852e+02 1.704897686567227311e+01
5.895045367431640625e+04 1.494033689538643159e+02 1.900350737619454833e+01
5.895047454833984375e+04 1.466294385316285229e+02 1.921884200198579151e+01
5.895049536132812500e+04 1.485527694053255061e+02 1.723032264842388273e+01
5.895051617431640625e+04 1.471655278078532092e+02 1.902335674278113942e+01
5.895053704833984375e+04 1.507460460080317830e+02 1.845233816687650119e+01
5.895055786132812500e+04 1.481691066639949099e+02 1.962971040426993952e+01
5.895057867431640625e+04 1.471715189442781195e+02 1.761321610922228587e+01
5.895059954833984375e+04 1.506199332965538815e+02 1.912212141876143434e+01
5.895062036132812500e+04 1.516541460182057222e+02 2.094702633642938849e+01
5.895064117431640625e+04 1.498612464073326578e+02 1.683208571919495000e+01
5.895066204833984375e+04 1.505038843959454198e+02 1.685376865840110838e+01
5.895068286132812500e+04 1.539309558425587454e+02 1.976630775555024755e+01
5.895070367431640625e+04 1.517854220762580724e+02 1.709666002704912913e+01
5.895072454833984375e+04 1.510616671210167397e+02 1.843710418945336471e+01
5.895074536132812500e+04 1.527613767513821870e+02 1.721893126372533089e+01
5.895076617431640625e+04 1.506190010054449147e+02 2.021754765155452205e+01
5.895078704833984375e+04 1.497756387000584652e+02 1.861400194467426061e+01
5.895080786132812500e+04 1.531334463506852046e+02 1.786416248398867168e+01
5.895082867431640625e+04 1.517475921204961935e+02 1.813295417981149527e+01
5.895084954833984375e+04 1.498777240622709428e+02 1.842112732293690414e+01
5.895087036132812500e+04 1.525413162005921492e+02 1.970664318453939856e+01
5.895089117431640625e+04 1.530558787722486613e+02 1.914377244095539510e+01
5.895091204833984375e+04 1.510723719332068526e+02 1.665095043001419839e+01
5.895093286132812500e+04 1.544744974290778146e+02 1.817161514646891973e+01
5.895095367431640625e+04 1.505078866402980680e+02 1.918315364483306240e+01
5.895097454833984375e+04 1.501202852685590585e+02 1.988708429005136580e+01
5.895099536132812500e+04 1.510214950791390152e+02 1.875545039783274248e+01
5.895101617431640625e+04 1.536343380378534675e+02 1.903065532588379583e+01
5.895103704833984375e+04 1.502181608160305473e+02 1.925121828478753017e+01
5.895105786132812500e+04 1.500161730480212725e+02 1.877427825104738091e+01
5.895107867431640625e+04 1.535780932151383809e+02 1.945896230395065629e+01
5.895109954833984375e+04 1.494658769269907168e+02 1.897288209161623129e+01
5.895112036132812500e+04 1.541515461035548924e+02 1.906950565544808285e+01
5.895114117431640625e+04 1.542117576411988864e+02 1.787743153356397841e+01
5.895116204833984375e+04 1.513784228850660156e+02 2.015435900331713626e+01
5.895118286132812500e+04 1.540488353135829982e+02 1.856628958753566749e+01
5.895120367431640625e+04 1.529310013092589315e+02 1.761029360885654427e+01
5.895122454833984375e+04 1.544511828754310159e+02 1.840927911724444144e+01
5.895124536132812500e+04 1.507328812785994216e+02 1.904413838115877411e+01
5.895126617431640625e+04 1.553470675665542728e+02 1.913967933359840146e+01
5.895128704833984375e+04 1.491366656326944451e+02 1.932857887995557888e+01
5.895130786132812500e+04 1.469560638808093245e+02 1.972340671238244880e+01
5.895132867431640625e+04 1.538322257482364535e+02 1.851628335414709881e+01
5.895134954833984375e+04 1.470127690177852742e+02 1.698218918892353813e+01
5.895137036132812500e+04 1.558287331550585009e+02 1.876654930105765473e+01
5.895139117431640625e+04 1.505754525750222399e+02 2.178968978434324910e+01
5.895141204833984375e+04 1.520793797593003944e+02 2.035318811406911976e+01
5.895143286132812500e+04 1.509085562444408595e+02 1.818065531751950559e+01
5.895145367431640625e+04 1.505280861606031522e+02 2.006517980392731104e+01
5.895147454833984375e+04 1.479193030631300019e+02 1.932274102183782816e+01
5.895149536132812500e+04 1.485983313630869986e+02 1.908553167137957018e+01
5.895151617431640625e+04 1.538940402689756866e+02 1.791811453672764287e+01
5.895153704833984375e+04 1.525427248066097263e+02 1.951310446730331449e+01
5.895155786132812500e+04 1.476898631188601883e+02 2.087490171917735893e+01
5.895157867431640625e+04 1.559251277077151485e+02 2.011206333531718116e+01
5.895159954833984375e+04 1.500270083332978857e+02 1.984090006444019849e+01
5.895162036132812500e+04 1.554949112054305544e+02 1.890443752700556956e+01
5.895164117431640625e+04 1.578726571604267974e+02 1.985376242235790301e+01
5.895166204833984375e+04 1.525552316171542486e+02 2.014826369949738805e+01
5.895168286132812500e+04 1.519592367414333296e+02 1.823499883806298882e+01
5.895170367431640625e+04 1.494701763566179693e+02 1.991895453739188326e+01
5.895172454833984375e+04 1.520024691644535437e+02 1.742823182666707993e+01
5.895174536132812500e+04 1.542154448245335061e+02 1.928785528501321522e+01
5.895176617431640625e+04 1.519875990973560533e+02 2.037067141482779675e+01
5.895178704833984375e+04 1.517979952845932132e+02 1.660699439503044417e+01
5.895180786132812500e+04 1.574568545141410709e+02 1.924723414164030544e+01
5.895182867431640625e+04 1.518355089844019403e+02 1.981074872742038551e+01
5.895184954833984375e+04 1.520338793257415659e+02 1.804817961689996508e+01
5.895187036132812500e+04 1.560143128371437626e+02 2.061670216407649292e+01
5.895189117431640625e+04 1.523082770953207046e+02 2.045142820045830234e+01
5.895191204833984375e+04 1.524546936448865040e+02 1.984109718066954997e+01
5.895193286132812500e+04 1.559905111122485550e+02 1.962495504613379893e+01
5.895195367431640625e+04 1.520888082987293330e+02 1.993735689088085650e+01
5.895197454833984375e+04 1.532589637201280084e+02 1.910292972322324090e+01
5.895199536132812500e+04 1.542570085959986272e+02 1.740944823495673432e+01
5.895201617431640625e+04 1.508088768434075462e+02 1.855460687164862676e+01
5.895203704833984375e+04 1.554915272933959898e+02 2.140473263354144962e+01
5.895205780029296875e+04 1.502928979106178531e+02 1.835692904456788810e+01
5.895207867431640625e+04 1.536681894272376496e+02 2.089112943618127360e+01
5.895209948730468750e+04 1.538465780121772184e+02 2.114490482973630137e+01
5.895212030029296875e+04 1.544500390598081481e+02 2.084142697169009395e+01
5.895214117431640625e+04 1.522988833611341590e+02 2.209117178776568124e+01
5.895216198730468750e+04 1.486762860438624330e+02 2.272690451009395929e+01
5.895218280029296875e+04 1.500068922576575119e+02 2.349568696380022459e+01
5.895220367431640625e+04 1.553900360869669726e+02 2.571604903810070297e+01
5.895222448730468750e+04 1.498304663388106519e+02 2.562334104964548587e+01
5.895224530029296875e+04 1.561215682823546445e+02 2.353532560655082051e+01
5.895226617431640625e+04 1.581063195602674796e+02 2.231719006276245310e+01
5.895228698730468750e+04 1.526693823764770457e+02 2.191573792584471292e+01
5.895230780029296875e+04 1.504544278352389881e+02 2.367489416836513882e+01
5.895232867431640625e+04 1.525872023421285348e+02 2.157938067445278207e+01
5.895234948730468750e+04 1.542940527151061474e+02 2.166082684552014825e+01
5.895237030029296875e+04 1.532350492947941234e+02 2.273993269549105278e+01
5.895239117431640625e+04 1.535030786920260653e+02 2.199902171154352715e+01
5.895241198730468750e+04 1.511317316644405651e+02 2.107923918114823891e+01
5.895243280029296875e+04 1.494735442886497481e+02 2.164351423100222860e+01
5.895245367431640625e+04 1.544403848524519560e+02 2.029184675119351411e+01
5.895247448730468750e+04 1.559406454721349178e+02 2.189721389012064989e+01
5.895249530029296875e+04 1.507832138756885172e+02 2.184911996257114808e+01
5.895251617431640625e+04 1.511309652280660600e+02 2.078494578100690759e+01
5.895253698730468750e+04 1.511591334722678823e+02 2.229511226266705037e+01
5.895255780029296875e+04 1.514728586722483215e+02 2.063476684213739887e+01
5.895257867431640625e+04 1.523554448220146753e+02 1.940870264976511095e+01
5.895259948730468750e+04 1.491327555499084383e+02 2.246220581546463535e+01
5.895262030029296875e+04 1.515533616997748254e+02 2.193808841381452979e+01
5.895264117431640625e+04 1.512989577129857537e+02 2.206539339851215331e+01
5.895266198730468750e+04 1.558693447965714824e+02 2.009578133956118506e+01
5.895268280029296875e+04 1.555457263846753335e+02 2.102015371516111486e+01
5.895270367431640625e+04 1.514906991214777179e+02 2.130858716295526634e+01
5.895272448730468750e+04 1.500583756119469001e+02 2.238234626648248238e+01
5.895274530029296875e+04 1.554800621834944536e+02 2.188535527875293951e+01
5.895276617431640625e+04 1.542159519922486197e+02 2.278039576030329982e+01
5.895278698730468750e+04 1.524010163151858137e+02 1.998854361340389119e+01
5.895280780029296875e+04 1.553569179544228120e+02 2.158014489511432998e+01
5.895282867431640625e+04 1.504653554866867466e+02 2.179985619526374663e+01
5.895284948730468750e+04 1.551392597402145554e+02 2.073697355437196066e+01
5.895287030029296875e+04 1.515148203657885233e+02 2.148954167039580909e+01
5.895289117431640625e+04 1.536808565378326819e+02 2.120981116106207764e+01
5.895291198730468750e+04 1.611295681240865179e+02 2.068002933122663123e+01
5.895293280029296875e+04 1.550068449046358126e+02 2.235085218200850932e+01
5.895295367431640625e+04 1.520241672017956205e+02 2.371675578235923254e+01
5.895297448730468750e+04 1.570110816660037472e+02 2.291036239481123005e+01
5.895299530029296875e+04 1.543292508374576926e+02 2.496719126674422284e+01
5.895301617431640625e+04 1.576985049124826332e+02 2.296803527257606348e+01
5.895303698730468750e+04 1.518838895922256995e+02 2.258957124824228657e+01
5.895305780029296875e+04 1.515752521373436821e+02 2.384240977567132802e+01
5.895307867431640625e+04 1.542616706541257372e+02 2.307681715772007180e+01
5.895309948730468750e+04 1.548851903777888595e+02 2.131590266598812633e+01
5.895312030029296875e+04 1.585388108968352014e+02 2.204158738279709695e+01
5.895314117431640625e+04 1.530227038677902272e+02 2.269178581808025186e+01
5.895316198730468750e+04 1.559038009853659332e+02 2.365824601607162236e+01
5.895318280029296875e+04 1.527822211754983073e+02 2.295406948138004566e+01
5.895320367431640625e+04 1.516354297406311105e+02 2.416819463517509092e+01
5.895322448730468750e+04 1.564194266916572644e+02 2.445276255598708559e+01
5.895324530029296875e+04 1.578306892860831567e+02 2.254726203650644223e+01
5.895326617431640625e+04 1.564084888121738857e+02 2.281697176513648628e+01
5.895328698730468750e+04 1.580666071481257973e+02 2.240851311283017822e+01
5.895330780029296875e+04 1.514371703388890467e+02 2.225870722360516041e+01
5.895332867431640625e+04 1.528644160392259721e+02 2.368749629811027191e+01
5.895334948730468750e+04 1.542070628794725451e+02 2.264886230635882214e+01
5.895337030029296875e+04 1.542918042589429888e+02 2.462943261442180187e+01
5.895339117431640625e+04 1.556983769373504174e+02 2.346511828167276548e+01
5.895341198730468750e+04 1.557809333290856841e+02 2.290579736479269002e+01
5.895343280029296875e+04 1.611505956905073447e+02 2.478837565496065309e+01
5.895345367431640625e+04 1.564040828867792357e+02 2.464035492179067077e+01
5.895347448730468750e+04 1.563622934591934097e+02 2.487456249357310867e+01
5.895349530029296875e+04 1.541582628418208287e+02 2.344930467738113933e+01
5.895351611328125000e+04 1.577464735804147438e+02 2.556355543760052385e+01
5.895353692626953125e+04 1.524963453792076677e+02 2.411109721479965273e+01
5.895355780029296875e+04 1.552898584680062584e+02 2.411977902750088276e+01
5.895357861328125000e+04 1.562175215220888163e+02 2.449684865227831665e+01
5.895359942626953125e+04 1.568321987433284335e+02 2.393645979464707452e+01
5.895362030029296875e+04 1.547231096881429266e+02 2.507891504164713226e+01
5.895364111328125000e+04 1.546067576710535150e+02 2.449061445903685907e+01
5.895366192626953125e+04 1.579102615186272374e+02 2.614730688442251250e+01
5.895368280029296875e+04 1.576587700040344089e+02 2.563066712165485939e+01
5.895370361328125000e+04 1.531801666920251250e+02 2.529530650081794718e+01
5.895372442626953125e+04 1.556789788626261952e+02 2.484815426308515285e+01
5.895374530029296875e+04 1.528704776010329169e+02 2.602087281495843030e+01
5.895376611328125000e+04 1.575016373741955249e+02 2.505821351941714781e+01
5.895378692626953125e+04 1.561828633612544479e+02 2.597943013606146678e+01
5.895380780029296875e+04 1.608219405287002814e+02 2.708444707858538436e+01
5.895382861328125000e+04 1.590643897981990733e+02 2.654352212415799528e+01
5.895384942626953125e+04 1.582367235655536319e+02 2.712113104059120872e+01
5.895387030029296875e+04 1.595177107303211699e+02 2.633722764976700148e+01
5.895389111328125000e+04 1.620400618820838474e+02 2.644746798898631823e+01
5.895391192626953125e+04 1.572294315445458608e+02 2.765274603976231305e+01
5.895393280029296875e+04 1.560116377275735431e+02 2.713242456168594074e+01
5.895395361328125000e+04 1.580085427606552173e+02 2.479384223494666983e+01
5.895397442626953125e+04 1.591461878362564448e+02 2.689800090790197729e+01
5.895399530029296875e+04 1.594184698537750080e+02 2.481167707699901470e+01
5.895401611328125000e+04 1.565160277142381062e+02 2.622777354915586301e+01
5.895403692626953125e+04 1.589043011859169212e+02 2.713250632626669301e+01
5.895405780029296875e+04 1.558935121765477447e+02 2.804104272410427612e+01
5.895407861328125000e+04 1.628228525981273265e+02 2.790902234560814676e+01
5.895409942626953125e+04 1.618466182758276943e+02 2.856837292110776971e+01
