time,magnitude,e_magnitude,zp,e_zp,band,instrument,upperlimit,z
58930.91223144531,19.76202147963115,3.258304200179757,-48.6,0.02,tess,=-tess,True,0.00744
58930.933044433594,21.72929001746253,27.658975494133855,-48.6,0.02,tess,=-tess,True,0.00744
58930.95391845703,,-3.462334042175328,-48.6,0.02,tess,=-tess,True,0.00744
58930.97473144531,,-2.7566063091491237,-48.6,0.02,tess,=-tess,True,0.00744
58930.995544433594,20.653813225565102,10.903723776060177,-48.6,0.02,tess,=-tess,True,0.00744
58931.01641845703,,-27.75329234639836,-48.6,0.02,tess,=-tess,True,0.00744
58931.03723144531,,-8.296718986770037,-48.6,0.02,tess,=-tess,True,0.00744
58931.058044433594,,-14.803868645608443,-48.6,0.02,tess,=-tess,True,0.00744
58931.07891845703,,-4.425161356834359,-48.6,0.02,tess,=-tess,True,0.00744
58931.09973144531,23.299558936569873,152.20589753857757,-48.6,0.02,tess,=-tess,True,0.00744
58931.120544433594,,-2.8051855448779754,-48.6,0.02,tess,=-tess,True,0.00744
58931.14141845703,,-3.5913995696338903,-48.6,0.02,tess,=-tess,True,0.00744
58931.16223144531,,-4.322817471761811,-48.6,0.02,tess,=-tess,True,0.00744
58931.183044433594,,-14.084596148672958,-48.6,0.02,tess,=-tess,True,0.00744
58931.20391845703,,-5.908180336355009,-48.6,0.02,tess,=-tess,True,0.00744
58931.22473144531,,-2.826668361090232,-48.6,0.02,tess,=-tess,True,0.00744
58931.245544433594,,-4.078947128077351,-48.6,0.02,tess,=-tess,True,0.00744
58931.26641845703,,-3.573820237114443,-48.6,0.02,tess,=-tess,True,0.00744
58931.28723144531,,-2.4900403746492397,-48.6,0.02,tess,=-tess,True,0.00744
58931.308044433594,21.09851385081163,19.146959826250047,-48.6,0.02,tess,=-tess,True,0.00744
58931.32891845703,,-10.810046716038132,-48.6,0.02,tess,=-tess,True,0.00744
58931.34973144531,,-2.5862394885107705,-48.6,0.02,tess,=-tess,True,0.00744
58931.370544433594,,-2.404699213770116,-48.6,0.02,tess,=-tess,True,0.00744
58931.39141845703,,-6.568071165942138,-48.6,0.02,tess,=-tess,True,0.00744
58931.41223144531,20.446208019535813,7.889374860493503,-48.6,0.02,tess,=-tess,True,0.00744
58931.433044433594,19.797673786577697,3.676118032145796,-48.6,0.02,tess,=-tess,True,0.00744
58931.45391845703,,-7.59698644885468,-48.6,0.02,tess,=-tess,True,0.00744
58931.47473144531,,-5.4811212566014635,-48.6,0.02,tess,=-tess,True,0.00744
58931.495544433594,,-5.34469850536278,-48.6,0.02,tess,=-tess,True,0.00744
58931.51641845703,,-1.510516041558854,-48.6,0.02,tess,=-tess,True,0.00744
58931.53723144531,20.990410277213037,13.854264958528383,-48.6,0.02,tess,=-tess,True,0.00744
58931.558044433594,,-4.057608275885596,-48.6,0.02,tess,=-tess,True,0.00744
58931.57891845703,19.609788664219288,3.52172504183789,-48.6,0.02,tess,=-tess,True,0.00744
58931.59973144531,19.846812389739352,4.458226372407227,-48.6,0.02,tess,=-tess,True,0.00744
58931.620544433594,,-5.094689447186924,-48.6,0.02,tess,=-tess,True,0.00744
58931.64141845703,,-1.637911275753199,-48.6,0.02,tess,=-tess,True,0.00744
58931.66223144531,,-5.0278212337108465,-48.6,0.02,tess,=-tess,True,0.00744
58931.683044433594,,-3.187339203541955,-48.6,0.02,tess,=-tess,True,0.00744
58931.70391845703,,-2.789741480419134,-48.6,0.02,tess,=-tess,True,0.00744
58931.72473144531,,-8.551632286237373,-48.6,0.02,tess,=-tess,True,0.00744
58931.745544433594,,-1.5242592745125512,-48.6,0.02,tess,=-tess,True,0.00744
58931.76641845703,,-1.9017336431969223,-48.6,0.02,tess,=-tess,True,0.00744
58931.78723144531,,-4.223190292153762,-48.6,0.02,tess,=-tess,True,0.00744
58931.808044433594,20.872698086847603,12.18932434987747,-48.6,0.02,tess,=-tess,True,0.00744
58931.82891845703,,-1.6422576244649347,-48.6,0.02,tess,=-tess,True,0.00744
58931.84973144531,20.81138305068781,11.475619161482554,-48.6,0.02,tess,=-tess,True,0.00744
58931.870544433594,,-2.2765529076714075,-48.6,0.02,tess,=-tess,True,0.00744
58931.89141845703,,-4.742888556134179,-48.6,0.02,tess,=-tess,True,0.00744
58931.91223144531,,-11.02257901111593,-48.6,0.02,tess,=-tess,True,0.00744
58931.933044433594,,-6.376034007228342,-48.6,0.02,tess,=-tess,True,0.00744
58931.95391845703,,-3.0791704106003555,-48.6,0.02,tess,=-tess,True,0.00744
58931.97473144531,20.163260321454526,4.084459061594176,-48.6,0.02,tess,=-tess,True,0.00744
58931.995544433594,,-69.07589930754129,-48.6,0.02,tess,=-tess,True,0.00744
58932.01641845703,,-10.873783911709785,-48.6,0.02,tess,=-tess,True,0.00744
58932.03723144531,,-5.359297840697636,-48.6,0.02,tess,=-tess,True,0.00744
58932.058044433594,,-1.1333391931000842,-48.6,0.02,tess,=-tess,True,0.00744
58932.07891845703,,-2.3293308526245053,-48.6,0.02,tess,=-tess,True,0.00744
58932.09973144531,,-19.774812548638124,-48.6,0.02,tess,=-tess,True,0.00744
58932.120544433594,,-3.968164803932253,-48.6,0.02,tess,=-tess,True,0.00744
58932.14141845703,,-1.9710194258124092,-48.6,0.02,tess,=-tess,True,0.00744
58932.16223144531,,-1.0909069283809012,-48.6,0.02,tess,=-tess,True,0.00744
58932.183044433594,,-0.6694810121674555,-48.6,0.02,tess,=-tess,True,0.00744
58932.20391845703,,-0.6993183523760585,-48.6,0.02,tess,=-tess,True,0.00744
58932.22473144531,,-1.166645444280179,-48.6,0.02,tess,=-tess,True,0.00744
58932.245544433594,20.018075963931327,3.3706468324875987,-48.6,0.02,tess,=-tess,True,0.00744
58932.26641845703,,-1.555835000065767,-48.6,0.02,tess,=-tess,True,0.00744
58932.28723144531,,-7.076284191759782,-48.6,0.02,tess,=-tess,True,0.00744
58932.308044433594,,-1.1446992369904865,-48.6,0.02,tess,=-tess,True,0.00744
58932.32891845703,,-1.3822368492035544,-48.6,0.02,tess,=-tess,True,0.00744
58932.34973144531,,-0.6197703698795504,-48.6,0.02,tess,=-tess,True,0.00744
58932.370544433594,,-1.6489324033289496,-48.6,0.02,tess,=-tess,True,0.00744
58932.39141845703,,-0.7307901926478264,-48.6,0.02,tess,=-tess,True,0.00744
58932.41223144531,,-3.6253318907058047,-48.6,0.02,tess,=-tess,True,0.00744
58932.433044433594,,-1.3970286111620083,-48.6,0.02,tess,=-tess,True,0.00744
58932.45391845703,,-1.4383035442919374,-48.6,0.02,tess,=-tess,True,0.00744
58932.47473144531,,-1.0478511733766465,-48.6,0.02,tess,=-tess,True,0.00744
58932.495544433594,,-3.323233845089571,-48.6,0.02,tess,=-tess,True,0.00744
58932.51641845703,,-4.882820953175018,-48.6,0.02,tess,=-tess,True,0.00744
58932.53723144531,,-0.5550423409278876,-48.6,0.02,tess,=-tess,True,0.00744
58932.558044433594,,-1.142344679586427,-48.6,0.02,tess,=-tess,True,0.00744
58932.57891845703,,-1.2697685863137105,-48.6,0.02,tess,=-tess,True,0.00744
58932.59973144531,,-1.1168361940553395,-48.6,0.02,tess,=-tess,True,0.00744
58932.620544433594,,-1.1970488880926142,-48.6,0.02,tess,=-tess,True,0.00744
58932.64141845703,,-1.0905823415159004,-48.6,0.02,tess,=-tess,True,0.00744
58932.66223144531,,-0.8758647866946135,-48.6,0.02,tess,=-tess,True,0.00744
58932.683044433594,,-0.7818625898837256,-48.6,0.02,tess,=-tess,True,0.00744
58932.70391845703,,-0.9249873710965171,-48.6,0.02,tess,=-tess,True,0.00744
58932.72473144531,,-1.1971982655471436,-48.6,0.02,tess,=-tess,True,0.00744
58932.745544433594,,-1.0050471403278662,-48.6,0.02,tess,=-tess,True,0.00744
58932.76641845703,,-0.8862913317855824,-48.6,0.02,tess,=-tess,True,0.00744
58932.78723144531,,-1.9514621444783034,-48.6,0.02,tess,=-tess,True,0.00744
58932.808044433594,,-1.1249813828904482,-48.6,0.02,tess,=-tess,True,0.00744
58932.82891845703,,-0.9818414930392383,-48.6,0.02,tess,=-tess,True,0.00744
58932.84973144531,,-0.9911571884356464,-48.6,0.02,tess,=-tess,True,0.00744
58932.870544433594,,-2.1439493074009635,-48.6,0.02,tess,=-tess,True,0.00744
58932.89141845703,,-0.790516867666164,-48.6,0.02,tess,=-tess,True,0.00744
58932.91223144531,,-1.8147298511565795,-48.6,0.02,tess,=-tess,True,0.00744
58932.933044433594,,-0.5976801408877108,-48.6,0.02,tess,=-tess,True,0.00744
58932.95391845703,,-1.1523417706040704,-48.6,0.02,tess,=-tess,True,0.00744
58932.97473144531,,-0.9265496587973658,-48.6,0.02,tess,=-tess,True,0.00744
58932.995544433594,,-1.3561775165053842,-48.6,0.02,tess,=-tess,True,0.00744
58933.01641845703,,-0.48029025390147717,-48.6,0.02,tess,=-tess,True,0.00744
58933.03723144531,,-1.0143816605696017,-48.6,0.02,tess,=-tess,True,0.00744
58933.058044433594,,-2.0132139781228466,-48.6,0.02,tess,=-tess,True,0.00744
58933.07891845703,,-0.8601639731891554,-48.6,0.02,tess,=-tess,True,0.00744
58933.09973144531,,-1.4181399838214503,-48.6,0.02,tess,=-tess,True,0.00744
58933.120544433594,,-1.8868890990608773,-48.6,0.02,tess,=-tess,True,0.00744
58933.14141845703,,-8.042424113315791,-48.6,0.02,tess,=-tess,True,0.00744
58933.16223144531,,-1.9629971172085432,-48.6,0.02,tess,=-tess,True,0.00744
58933.183044433594,,-2.3905622926940078,-48.6,0.02,tess,=-tess,True,0.00744
58933.20391845703,,-1.2419566225231173,-48.6,0.02,tess,=-tess,True,0.00744
58933.22473144531,,-1.5993587400963634,-48.6,0.02,tess,=-tess,True,0.00744
58933.245544433594,,-1.6947496869235836,-48.6,0.02,tess,=-tess,True,0.00744
58933.26641845703,,-1.9816006925314893,-48.6,0.02,tess,=-tess,True,0.00744
58933.28723144531,,-1.9368762189526656,-48.6,0.02,tess,=-tess,True,0.00744
58933.308044433594,,-1.06420711002698,-48.6,0.02,tess,=-tess,True,0.00744
58933.32891845703,,-2.30997376794005,-48.6,0.02,tess,=-tess,True,0.00744
58933.34973144531,,-2.106257180726503,-48.6,0.02,tess,=-tess,True,0.00744
58933.370544433594,,-1.8658376815804625,-48.6,0.02,tess,=-tess,True,0.00744
58933.39141845703,,-1.0829873802564296,-48.6,0.02,tess,=-tess,True,0.00744
58933.41223144531,,-1.4289095732619113,-48.6,0.02,tess,=-tess,True,0.00744
58933.433044433594,,-2.591742207668224,-48.6,0.02,tess,=-tess,True,0.00744
58933.45391845703,,-2.526475925913649,-48.6,0.02,tess,=-tess,True,0.00744
58933.47473144531,,-2.8168459003033126,-48.6,0.02,tess,=-tess,True,0.00744
58933.495544433594,,-2.4540865992916143,-48.6,0.02,tess,=-tess,True,0.00744
58933.51641845703,,-1.8412184843184987,-48.6,0.02,tess,=-tess,True,0.00744
58933.53723144531,,-2.106953623188087,-48.6,0.02,tess,=-tess,True,0.00744
58933.558044433594,,-1.828613813874845,-48.6,0.02,tess,=-tess,True,0.00744
58933.57891845703,,-1.8255584441182438,-48.6,0.02,tess,=-tess,True,0.00744
58933.59973144531,,-2.664357152231784,-48.6,0.02,tess,=-tess,True,0.00744
58933.620544433594,,-3.1322183018060987,-48.6,0.02,tess,=-tess,True,0.00744
58933.64141845703,,-4.5057229323471715,-48.6,0.02,tess,=-tess,True,0.00744
58933.66223144531,,-1.4966339728628821,-48.6,0.02,tess,=-tess,True,0.00744
58933.683044433594,,-2.148572348992966,-48.6,0.02,tess,=-tess,True,0.00744
58933.70391845703,,-2.536823093217926,-48.6,0.02,tess,=-tess,True,0.00744
58933.72473144531,,-2.1031662388971872,-48.6,0.02,tess,=-tess,True,0.00744
58933.745544433594,,-2.7071632113771007,-48.6,0.02,tess,=-tess,True,0.00744
58933.76641845703,,-2.0038083349632574,-48.6,0.02,tess,=-tess,True,0.00744
58933.78723144531,,-2.4472166166165756,-48.6,0.02,tess,=-tess,True,0.00744
58933.808044433594,,-1.9308339032078257,-48.6,0.02,tess,=-tess,True,0.00744
58933.82891845703,,-1.486181239992017,-48.6,0.02,tess,=-tess,True,0.00744
58933.84973144531,,-1.881992858281811,-48.6,0.02,tess,=-tess,True,0.00744
58933.870544433594,,-1.3975879322133766,-48.6,0.02,tess,=-tess,True,0.00744
58933.89141845703,,-2.0829192968566055,-48.6,0.02,tess,=-tess,True,0.00744
58933.91223144531,,-2.0160879278329236,-48.6,0.02,tess,=-tess,True,0.00744
58933.933044433594,,-1.9197738180676351,-48.6,0.02,tess,=-tess,True,0.00744
58933.95391845703,,-1.9724544754078377,-48.6,0.02,tess,=-tess,True,0.00744
58933.97473144531,,-2.9336516560250656,-48.6,0.02,tess,=-tess,True,0.00744
58933.995544433594,,-2.596294840773468,-48.6,0.02,tess,=-tess,True,0.00744
58934.01641845703,,-2.2472045966958207,-48.6,0.02,tess,=-tess,True,0.00744
58934.03723144531,,-1.671622353503466,-48.6,0.02,tess,=-tess,True,0.00744
58934.058044433594,,-1.292657370159116,-48.6,0.02,tess,=-tess,True,0.00744
58934.07891845703,,-1.9978853061485062,-48.6,0.02,tess,=-tess,True,0.00744
58934.09973144531,,-2.157347788857917,-48.6,0.02,tess,=-tess,True,0.00744
58934.120544433594,,-1.5049953149743767,-48.6,0.02,tess,=-tess,True,0.00744
58934.14141845703,,-1.3101489417131194,-48.6,0.02,tess,=-tess,True,0.00744
58934.16223144531,,-2.2521994212134997,-48.6,0.02,tess,=-tess,True,0.00744
58934.183044433594,,-2.8339832647046066,-48.6,0.02,tess,=-tess,True,0.00744
58934.20391845703,,-1.783532660578339,-48.6,0.02,tess,=-tess,True,0.00744
58934.22473144531,,-1.9744847061090796,-48.6,0.02,tess,=-tess,True,0.00744
58934.245544433594,,-1.276357551124866,-48.6,0.02,tess,=-tess,True,0.00744
58934.26641845703,,-1.6906781336221697,-48.6,0.02,tess,=-tess,True,0.00744
58934.28723144531,,-1.7317695868981817,-48.6,0.02,tess,=-tess,True,0.00744
58934.308044433594,,-2.31777969927645,-48.6,0.02,tess,=-tess,True,0.00744
58934.32891845703,,-2.441418937024901,-48.6,0.02,tess,=-tess,True,0.00744
58934.34973144531,,-2.737778081681508,-48.6,0.02,tess,=-tess,True,0.00744
58934.370544433594,,-3.260419142465994,-48.6,0.02,tess,=-tess,True,0.00744
58934.39141845703,,-1.436150453802376,-48.6,0.02,tess,=-tess,True,0.00744
58934.41223144531,,-1.6525551387725244,-48.6,0.02,tess,=-tess,True,0.00744
58934.433044433594,,-1.7453209733552653,-48.6,0.02,tess,=-tess,True,0.00744
58934.45391845703,,-2.337815375557323,-48.6,0.02,tess,=-tess,True,0.00744
58934.47473144531,,-1.8979930937382368,-48.6,0.02,tess,=-tess,True,0.00744
58934.495544433594,,-3.1998432339002165,-48.6,0.02,tess,=-tess,True,0.00744
58934.51641845703,,-3.6449797538247926,-48.6,0.02,tess,=-tess,True,0.00744
58934.53723144531,,-1.5692520410342672,-48.6,0.02,tess,=-tess,True,0.00744
58934.558044433594,,-1.4559784916539502,-48.6,0.02,tess,=-tess,True,0.00744
58934.57891845703,,-1.9378927838548585,-48.6,0.02,tess,=-tess,True,0.00744
58934.59973144531,,-4.444627393010845,-48.6,0.02,tess,=-tess,True,0.00744
58934.620544433594,,-2.9798562637110577,-48.6,0.02,tess,=-tess,True,0.00744
58934.64141845703,,-3.785353078596148,-48.6,0.02,tess,=-tess,True,0.00744
58934.66223144531,,-1.516246568680598,-48.6,0.02,tess,=-tess,True,0.00744
58934.683044433594,,-2.095096197779102,-48.6,0.02,tess,=-tess,True,0.00744
58934.70391845703,,-1.7256729346515,-48.6,0.02,tess,=-tess,True,0.00744
58934.72473144531,,-2.395880342762759,-48.6,0.02,tess,=-tess,True,0.00744
58934.745544433594,,-3.5800839428188143,-48.6,0.02,tess,=-tess,True,0.00744
58934.76641845703,,-2.2159163363599297,-48.6,0.02,tess,=-tess,True,0.00744
58934.78723144531,,-1.7754596424102533,-48.6,0.02,tess,=-tess,True,0.00744
58934.808044433594,,-2.0926726361492567,-48.6,0.02,tess,=-tess,True,0.00744
58934.82891845703,,-3.4596666888545844,-48.6,0.02,tess,=-tess,True,0.00744
58934.84973144531,,-3.0912667786578396,-48.6,0.02,tess,=-tess,True,0.00744
58934.870544433594,,-1.9103372368645968,-48.6,0.02,tess,=-tess,True,0.00744
58934.89141845703,,-1.7387398130451888,-48.6,0.02,tess,=-tess,True,0.00744
58934.91223144531,,-3.125668917979286,-48.6,0.02,tess,=-tess,True,0.00744
58934.933044433594,,-2.129051260772035,-48.6,0.02,tess,=-tess,True,0.00744
58934.95391845703,,-2.0621581139144856,-48.6,0.02,tess,=-tess,True,0.00744
58934.97473144531,,-2.209656010326615,-48.6,0.02,tess,=-tess,True,0.00744
58934.995544433594,,-2.840253236599545,-48.6,0.02,tess,=-tess,True,0.00744
58935.01641845703,,-1.956344283541525,-48.6,0.02,tess,=-tess,True,0.00744
58935.03723144531,,-1.8361090759437186,-48.6,0.02,tess,=-tess,True,0.00744
58935.058044433594,,-1.7744275865856285,-48.6,0.02,tess,=-tess,True,0.00744
58935.07891845703,,-2.9081023505587362,-48.6,0.02,tess,=-tess,True,0.00744
58935.09973144531,,-2.1076614880087137,-48.6,0.02,tess,=-tess,True,0.00744
58935.120544433594,,-2.0225714109288084,-48.6,0.02,tess,=-tess,True,0.00744
58935.14141845703,,-2.6560869912914433,-48.6,0.02,tess,=-tess,True,0.00744
58935.16223144531,,-2.6985760302830615,-48.6,0.02,tess,=-tess,True,0.00744
58935.183044433594,,-2.711748510494516,-48.6,0.02,tess,=-tess,True,0.00744
58935.20391845703,,-2.9131854707247893,-48.6,0.02,tess,=-tess,True,0.00744
58935.22473144531,,-2.2500172401548806,-48.6,0.02,tess,=-tess,True,0.00744
58935.245544433594,,-1.9691108244281064,-48.6,0.02,tess,=-tess,True,0.00744
58935.26641845703,,-2.5158042909251686,-48.6,0.02,tess,=-tess,True,0.00744
58935.28723144531,,-3.3104581484048903,-48.6,0.02,tess,=-tess,True,0.00744
58935.308044433594,,-2.2052097136793365,-48.6,0.02,tess,=-tess,True,0.00744
58935.32891845703,,-2.1062138628776634,-48.6,0.02,tess,=-tess,True,0.00744
58935.34973144531,,-3.274162712037457,-48.6,0.02,tess,=-tess,True,0.00744
58935.370544433594,,-2.4435925804346637,-48.6,0.02,tess,=-tess,True,0.00744
58935.39141845703,,-3.1580814098338466,-48.6,0.02,tess,=-tess,True,0.00744
58935.41223144531,,-2.088159819125305,-48.6,0.02,tess,=-tess,True,0.00744
58935.433044433594,,-2.5500211445927774,-48.6,0.02,tess,=-tess,True,0.00744
58935.45391845703,,-1.9587139513391507,-48.6,0.02,tess,=-tess,True,0.00744
58935.47473144531,,-2.3268227727007633,-48.6,0.02,tess,=-tess,True,0.00744
58935.495544433594,,-2.175922981610833,-48.6,0.02,tess,=-tess,True,0.00744
58935.51641845703,,-2.3085783641790347,-48.6,0.02,tess,=-tess,True,0.00744
58935.53723144531,,-2.462986315778111,-48.6,0.02,tess,=-tess,True,0.00744
58935.558044433594,,-2.141686385479464,-48.6,0.02,tess,=-tess,True,0.00744
58935.57891845703,,-7.0308483704777505,-48.6,0.02,tess,=-tess,True,0.00744
58935.59973144531,,-1.8927537917061434,-48.6,0.02,tess,=-tess,True,0.00744
58935.620544433594,,-1.9389892427367388,-48.6,0.02,tess,=-tess,True,0.00744
58935.64141845703,,-2.5983931665974547,-48.6,0.02,tess,=-tess,True,0.00744
58935.683044433594,,-3.3789347439257384,-48.6,0.02,tess,=-tess,True,0.00744
58935.70391845703,19.96272509121042,3.6527215494448533,-48.6,0.02,tess,=-tess,True,0.00744
58935.72473144531,,-18.73007911113662,-48.6,0.02,tess,=-tess,True,0.00744
58935.745544433594,,-1.5910102169957707,-48.6,0.02,tess,=-tess,True,0.00744
58935.76641845703,,-8.704451911014845,-48.6,0.02,tess,=-tess,True,0.00744
58935.78723144531,,-6.128734416166887,-48.6,0.02,tess,=-tess,True,0.00744
58935.808044433594,,-1.7186936896872314,-48.6,0.02,tess,=-tess,True,0.00744
58935.82891845703,,-8.219797923744533,-48.6,0.02,tess,=-tess,True,0.00744
58935.84973144531,19.221463686254623,1.7811951973689133,-48.6,0.02,tess,=-tess,True,0.00744
58935.870544433594,,-10.580269370988482,-48.6,0.02,tess,=-tess,True,0.00744
58935.89141845703,,-2.3915414039611,-48.6,0.02,tess,=-tess,True,0.00744
58935.91223144531,,-5.589717431948053,-48.6,0.02,tess,=-tess,True,0.00744
58935.933044433594,,-1.8500167586034513,-48.6,0.02,tess,=-tess,True,0.00744
58935.95391845703,,-2.7755266845613207,-48.6,0.02,tess,=-tess,True,0.00744
58935.97473144531,,-1.6848714277900085,-48.6,0.02,tess,=-tess,True,0.00744
58935.995544433594,,-1.3702020378859232,-48.6,0.02,tess,=-tess,True,0.00744
58936.01641845703,,-2.939383300687914,-48.6,0.02,tess,=-tess,True,0.00744
58936.03723144531,,-3.3350404160638862,-48.6,0.02,tess,=-tess,True,0.00744
58936.058044433594,,-2.6049060401568376,-48.6,0.02,tess,=-tess,True,0.00744
58936.07891845703,20.55347828444477,6.8786403281772035,-48.6,0.02,tess,=-tess,True,0.00744
58936.09973144531,19.66362790830638,2.514595559745453,-48.6,0.02,tess,=-tess,True,0.00744
58936.120544433594,,-1.626335957357824,-48.6,0.02,tess,=-tess,True,0.00744
58936.14141845703,,-5.002563275061897,-48.6,0.02,tess,=-tess,True,0.00744
58936.16223144531,20.063511719255995,4.419926935351052,-48.6,0.02,tess,=-tess,True,0.00744
58936.183044433594,,-2.17384216526784,-48.6,0.02,tess,=-tess,True,0.00744
58936.20391845703,,-2.6251731164040866,-48.6,0.02,tess,=-tess,True,0.00744
58936.22473144531,,-10.112652612192656,-48.6,0.02,tess,=-tess,True,0.00744
58936.245544433594,,-2.114289947400685,-48.6,0.02,tess,=-tess,True,0.00744
58936.26641845703,,-11.107202856164387,-48.6,0.02,tess,=-tess,True,0.00744
58936.28723144531,,-2.4994304227613866,-48.6,0.02,tess,=-tess,True,0.00744
58936.308044433594,,-3.551061082214943,-48.6,0.02,tess,=-tess,True,0.00744
58936.32891845703,,-2.9639731532240137,-48.6,0.02,tess,=-tess,True,0.00744
58936.34973144531,20.26083373484346,4.65024956094485,-48.6,0.02,tess,=-tess,True,0.00744
58936.370544433594,26.201943319738042,1071.1264399659387,-48.6,0.02,tess,=-tess,True,0.00744
58936.39141845703,,-1.3118439545335827,-48.6,0.02,tess,=-tess,True,0.00744
58936.41223144531,,-3.0921943617643466,-48.6,0.02,tess,=-tess,True,0.00744
58936.433044433594,19.829357664573045,2.632397345420867,-48.6,0.02,tess,=-tess,True,0.00744
58936.45391845703,,-126.12671858939557,-48.6,0.02,tess,=-tess,True,0.00744
58936.47473144531,19.707941303221382,2.775594900367343,-48.6,0.02,tess,=-tess,True,0.00744
58936.495544433594,23.03049741494604,64.07864912605126,-48.6,0.02,tess,=-tess,True,0.00744
58936.51641845703,,-36.913844370585494,-48.6,0.02,tess,=-tess,True,0.00744
58936.53723144531,,-5.465296271365435,-48.6,0.02,tess,=-tess,True,0.00744
58936.558044433594,,-1.750747761094017,-48.6,0.02,tess,=-tess,True,0.00744
58936.57891845703,,-8.606543311147547,-48.6,0.02,tess,=-tess,True,0.00744
58936.59973144531,,-2.8016778865723473,-48.6,0.02,tess,=-tess,True,0.00744
58936.620544433594,,-1.1208923646970397,-48.6,0.02,tess,=-tess,True,0.00744
58936.64141845703,,-1.9332435585936079,-48.6,0.02,tess,=-tess,True,0.00744
58936.66223144531,,-1.524590592486601,-48.6,0.02,tess,=-tess,True,0.00744
58936.683044433594,,-12.867098573283892,-48.6,0.02,tess,=-tess,True,0.00744
58936.70391845703,,-2.2193271654394753,-48.6,0.02,tess,=-tess,True,0.00744
58936.72473144531,22.24112614915842,27.37188425678592,-48.6,0.02,tess,=-tess,True,0.00744
58936.745544433594,20.438544040519034,5.5909772547950345,-48.6,0.02,tess,=-tess,True,0.00744
58936.76641845703,20.27032826755454,4.555135737205658,-48.6,0.02,tess,=-tess,True,0.00744
58936.78723144531,,-3.862202312022592,-48.6,0.02,tess,=-tess,True,0.00744
58936.808044433594,19.71286863519916,3.205077277055644,-48.6,0.02,tess,=-tess,True,0.00744
58936.82891845703,23.61430550356013,123.6923759385307,-48.6,0.02,tess,=-tess,True,0.00744
58936.84973144531,,-3.480271175496033,-48.6,0.02,tess,=-tess,True,0.00744
58936.870544433594,24.506588084325585,264.8141239838441,-48.6,0.02,tess,=-tess,True,0.00744
58936.89141845703,21.035523380492005,9.631425688151941,-48.6,0.02,tess,=-tess,True,0.00744
58936.91223144531,,-10.835909355391433,-48.6,0.02,tess,=-tess,True,0.00744
58936.933044433594,,-3.3086752867997213,-48.6,0.02,tess,=-tess,True,0.00744
58936.95391845703,,-2.2130061880527387,-48.6,0.02,tess,=-tess,True,0.00744
58936.97473144531,20.216530003981916,4.576819480851741,-48.6,0.02,tess,=-tess,True,0.00744
58936.995544433594,19.958754036546996,2.530955886603908,-48.6,0.02,tess,=-tess,True,0.00744
58937.01641845703,,-2.654682354927102,-48.6,0.02,tess,=-tess,False,0.00744
58937.03723144531,19.44208049229108,1.9951970483261676,-48.6,0.02,tess,=-tess,False,0.00744
58937.058044433594,21.54808535730883,17.429264359810894,-48.6,0.02,tess,=-tess,False,0.00744
58937.07891845703,,-24.03024525876614,-48.6,0.02,tess,=-tess,False,0.00744
58937.09973144531,19.847596513228638,3.311340273716822,-48.6,0.02,tess,=-tess,False,0.00744
58937.120544433594,,-3.878694930230105,-48.6,0.02,tess,=-tess,False,0.00744
58937.14141845703,,-995.5808637375341,-48.6,0.02,tess,=-tess,False,0.00744
58937.16223144531,19.645823025626186,2.327775646112778,-48.6,0.02,tess,=-tess,False,0.00744
58937.183044433594,19.229116034181505,1.2203199985763022,-48.6,0.02,tess,=-tess,False,0.00744
58937.20391845703,19.623263324182833,2.7585592103843135,-48.6,0.02,tess,=-tess,False,0.00744
58937.22473144531,21.339324988930013,15.389768409361436,-48.6,0.02,tess,=-tess,False,0.00744
58937.245544433594,19.68332659638605,2.40942961792484,-48.6,0.02,tess,=-tess,False,0.00744
58937.26641845703,19.1503251918785,1.6401036807831606,-48.6,0.02,tess,=-tess,False,0.00744
58937.28723144531,,-16.317279431446284,-48.6,0.02,tess,=-tess,False,0.00744
58937.308044433594,19.653679032036788,2.734670203663814,-48.6,0.02,tess,=-tess,False,0.00744
58937.32891845703,18.8075560807555,1.40425189575079,-48.6,0.02,tess,=-tess,False,0.00744
58937.34973144531,19.97564601680662,4.384558654269178,-48.6,0.02,tess,=-tess,False,0.00744
58937.370544433594,,-36.83199838993223,-48.6,0.02,tess,=-tess,False,0.00744
58937.39141845703,19.85909798422014,2.757065855063641,-48.6,0.02,tess,=-tess,False,0.00744
58937.41223144531,,-43.502542664337476,-48.6,0.02,tess,=-tess,False,0.00744
58937.433044433594,,-97.97690575762235,-48.6,0.02,tess,=-tess,False,0.00744
58937.45391845703,18.391891912282183,0.8056164560554745,-48.6,0.02,tess,=-tess,False,0.00744
58937.47473144531,19.203398006605447,1.8474672618352979,-48.6,0.02,tess,=-tess,False,0.00744
58937.495544433594,19.076287920852817,1.6611967040678735,-48.6,0.02,tess,=-tess,False,0.00744
58937.51641845703,19.520942273945042,2.5153842306388636,-48.6,0.02,tess,=-tess,False,0.00744
58937.53723144531,18.715050012440017,1.004995303476052,-48.6,0.02,tess,=-tess,False,0.00744
58937.558044433594,20.357097607577032,5.199258737779672,-48.6,0.02,tess,=-tess,False,0.00744
58937.57891845703,19.152793869263984,1.638435021022468,-48.6,0.02,tess,=-tess,False,0.00744
