#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy
02a59003o0247o,189.13859063,11.2316583465,15.58,0.02,69.66,o,22.154,59003.3526928,1848.41,6768.75,2037.0,183.3,1818.2,26.1,181.1,10288.8,1130.9,2.75,2.31,2.04,1.0,3.0,-0.4387,2136.20312489,30.6648892089
02a59003o0281o,189.13859063,11.2316583465,15.55,0.02,68.24,o,22.15,59003.3683919,1871.84,6651.27,1847.0,184.5,1856.0,27.2,182.8,13941.6,1306.9,1.72,2.3,2.05,1.0,3.0,-0.4327,2177.80210996,31.9160654046
01a59004o0151o,189.138591145,11.2316583206,15.61,0.01,82.1,o,22.245,59004.3166383,7672.02,9430.36,2312.0,179.6,2183.8,26.6,176.5,16787.2,1087.4,6.23,2.3,1.93,1.0,3.0,-0.3647,2076.14055497,25.2886430818
01a59004o0157o,189.138591145,11.2316583206,15.62,0.01,81.6,o,22.243,59004.3194295,7692.73,9468.99,1574.0,178.9,1950.2,23.9,175.0,16396.0,1296.0,8.35,2.47,2.02,1.0,3.0,-0.3477,2055.35204802,25.1886544701
01a59004o0171o,189.138591145,11.2316583206,15.61,0.01,79.18,o,22.243,59004.325908,7633.3,9391.48,1843.0,183.5,1844.8,23.3,168.2,8319.3,1276.1,4.71,2.55,2.08,1.0,3.0,-0.3447,2061.15926396,26.0326381452
01a59004o0196o,189.138591145,11.2316583206,15.6,0.01,80.19,o,22.239,59004.3374558,7615.06,9509.81,2196.0,173.2,2293.3,28.6,176.0,17108.1,1270.0,5.69,2.2,1.9,1.0,3.0,-0.3747,2083.51148179,25.9837039983
01a59005o0133o,189.138590963,11.2316585185,15.6,0.01,78.01,o,22.245,59005.2975014,7670.94,9435.58,2065.0,178.0,2153.0,27.6,170.9,12271.8,1111.5,1.75,2.39,1.85,1.0,3.0,-0.3927,2092.05165948,26.8186836051
01a59005o0187o,189.138590963,11.2316585185,15.6,0.01,80.44,o,22.24,59005.3228464,7694.53,9473.94,2194.0,176.0,2477.7,30.8,170.6,15405.5,1220.4,3.04,2.08,1.84,1.0,3.0,-0.3877,2083.9563787,25.9054189223
01a59005o0225o,189.138590963,11.2316585185,15.6,0.01,77.41,o,22.238,59005.341312,7635.45,9396.68,2412.0,178.0,2461.5,31.8,168.0,12401.6,1241.0,2.92,2.08,1.85,1.0,3.0,-0.3877,2085.42054969,26.9414476864
01a59005o0245o,189.138590963,11.2316585185,15.57,0.01,81.44,o,22.234,59005.3511106,7615.29,9516.47,2794.0,175.3,2646.7,32.5,166.3,10672.5,1619.4,3.13,1.98,1.84,1.0,3.0,-0.3987,2152.51643422,26.4317014064
02a59006o0099o,189.138591439,11.231658777,15.6,0.01,83.49,o,22.177,59006.2859987,1817.77,6729.64,2089.0,183.0,1962.0,23.5,180.8,9471.1,1067.3,3.96,2.23,1.95,1.0,3.0,-0.4407,2086.39831223,24.9899899783
02a59006o0106o,189.138591439,11.231658777,15.59,0.01,79.85,o,22.177,59006.2892639,1799.02,6692.26,1730.0,181.0,1788.7,22.4,177.9,11873.0,1082.1,2.32,2.34,2.06,1.0,3.0,-0.4397,2106.58666179,26.380914197
02a59006o0118o,189.138591608,11.2316588112,15.62,0.01,79.35,o,22.178,59006.2947749,1855.54,6768.38,2055.0,181.1,1801.3,22.7,169.8,8937.8,1014.4,2.18,2.31,2.04,1.0,3.0,-0.4317,2056.77574249,25.9195077746
02a59006o0145o,189.138591439,11.231658777,15.6,0.01,78.07,o,22.175,59006.3071696,1875.43,6650.86,2046.0,184.7,1834.7,23.5,184.1,12111.7,1075.5,3.97,2.31,2.02,1.0,3.0,-0.4377,2091.64104513,26.7910636946
02a59007o0143o,189.138591608,11.2316588112,15.6,0.01,85.16,o,22.123,59007.3031362,1814.89,6731.77,1726.0,181.3,1660.7,19.5,177.4,11208.7,1054.7,3.23,2.38,2.08,1.0,3.0,-0.4287,2089.73021897,24.5376884867
02a59007o0150o,189.138591608,11.2316588112,15.61,0.01,88.32,o,22.174,59007.3063525,1795.67,6693.7,1942.0,182.3,1810.5,20.5,180.4,11362.4,943.3,3.51,2.31,2.03,1.0,3.0,-0.4327,2066.64219513,23.4002568352
02a59007o0162o,189.138591608,11.2316588112,15.57,0.01,82.76,o,22.13,59007.3118395,1854.13,6771.29,1955.0,176.1,1895.2,22.9,168.8,13259.3,1008.1,2.25,2.25,1.98,1.0,3.0,-0.4387,2152.09531157,26.004106498
02a59007o0214o,189.138591608,11.2316588112,15.61,0.01,84.3,o,22.156,59007.3365583,1876.5,6657.03,2002.0,179.3,1939.0,23.0,183.9,13107.7,1004.3,3.12,2.2,1.94,1.0,3.0,-0.4447,2070.90875963,24.5646732705
01a59008o0293o,189.138591361,11.2316583673,15.63,0.02,49.12,o,21.612,59008.3725132,2537.54,3645.04,1230.0,191.3,1306.6,26.6,185.3,6088.8,1166.6,1.48,2.12,1.87,1.0,3.0,-0.3897,2033.66243505,41.4016690435
01a59008o0320o,189.138591361,11.2316583673,15.64,0.01,77.22,o,22.083,59008.385063,2554.58,3684.51,2159.0,188.2,2100.4,27.2,178.5,8211.2,1369.4,2.46,2.09,1.81,1.0,3.0,-0.3887,2019.6941887,26.15486666
01a59008o0340o,189.138591361,11.2316583673,15.62,0.01,75.42,o,22.089,59008.3943922,2494.34,3607.12,1954.0,169.1,2043.8,27.1,172.8,14786.6,1042.2,3.52,2.09,1.9,1.0,3.0,-0.3897,2053.51096968,27.2287637138
01a59008o0355o,189.138591361,11.2316583673,15.66,0.02,52.54,o,21.838,59008.4013053,2475.5,3724.0,1462.0,164.4,1534.3,29.2,166.0,11434.6,1660.1,1.64,2.12,1.91,1.0,3.0,-0.3867,1975.32362746,37.5933324134
01a59009o0179o,189.138591467,11.2316584,15.62,0.02,65.97,o,21.467,59009.3180512,2530.8,3646.34,955.0,183.7,870.8,13.2,181.5,7121.6,612.7,2.67,2.49,2.12,1.0,3.0,-0.3787,2041.79611755,30.9505153326
01a59009o0186o,189.138591467,11.2316584,15.58,0.04,25.27,o,20.033,59009.3212752,2551.64,3685.4,433.0,181.3,262.8,10.4,177.8,1302.3,403.8,1.28,2.35,2.05,1.0,3.0,-0.3877,2124.25099083,84.0647271864
01a59009o0233o,189.138591467,11.2316584,15.61,0.02,60.55,o,21.483,59009.3432244,2493.95,3607.8,963.0,186.8,1005.1,16.6,182.4,8048.2,760.5,2.3,2.33,2.0,1.0,3.0,-0.3847,2061.36042958,34.0449538663
01a59009o0257o,189.138591467,11.2316584,>14.3564653022,0.0,1.17,o,17.694,59009.3545152,2475.23,3724.17,137.0,177.6,38.1,32.6,173.8,-782.0,1783.9,1.02,2.35,2.0,1.0,3.0,-0.3747,2559.6558575,2190.15173109
01a59013o0195o,189.138591429,11.2316586364,15.65,0.01,110.48,o,22.229,59013.3280927,2537.19,3648.62,2609.0,181.6,2563.2,23.2,181.2,12975.0,549.8,6.84,1.94,1.77,1.0,3.0,-0.4117,1997.63544808,18.0809700357
01a59013o0202o,189.138591429,11.2316586364,15.65,0.01,109.65,o,22.229,59013.3313187,2556.18,3686.84,2468.0,181.3,2719.2,24.8,181.0,12003.5,762.3,7.68,1.85,1.73,1.0,3.0,-0.4197,1989.83803685,18.147978565
01a59013o0223o,189.138591429,11.2316586364,15.65,0.01,112.42,o,22.224,59013.341062,2497.59,3609.2,2522.0,180.7,2664.3,23.7,174.9,11346.3,666.9,5.06,1.88,1.74,1.0,3.0,-0.4147,1992.73233355,17.7261405642
01a59013o0264o,189.138591429,11.2316586364,15.65,0.01,108.34,o,22.216,59013.3603147,2478.88,3724.67,2322.0,179.7,2426.8,22.4,176.9,12004.6,777.7,3.97,1.97,1.82,1.0,3.0,-0.4077,1991.27089355,18.3799522068
01a59017o0187o,189.138591582,11.231658481,15.7,0.01,106.45,o,22.247,59017.3221782,6974.89,7786.05,1844.0,181.5,2373.8,22.3,180.1,11935.4,667.6,8.23,2.02,1.81,1.0,3.0,-0.3977,1912.63815449,17.9677440581
01a59017o0194o,189.138591582,11.231658481,15.65,0.01,108.14,o,22.206,59017.3254445,6994.87,7824.36,2121.0,180.5,2422.3,22.4,168.3,9552.8,675.0,10.21,2.0,1.79,1.0,3.0,-0.4012,1990.9928532,18.4115261989
01a59017o0210o,189.138591582,11.231658481,15.68,0.01,100.98,o,22.207,59017.3329474,6935.62,7747.95,1792.0,181.2,2059.9,20.4,171.6,9510.8,725.0,5.28,2.18,1.91,1.0,3.0,-0.3877,1943.09817437,19.2432655746
01a59017o0243o,189.138591582,11.231658481,15.67,0.01,103.97,o,22.262,59017.3483994,6915.84,7865.34,2010.0,180.5,2183.4,21.0,168.9,10974.6,814.7,7.7,2.17,1.92,1.0,3.0,-0.3867,1957.28024973,18.8251741524
01a59021o0049o,189.138591605,11.2316585185,15.73,0.01,99.15,o,22.172,59021.2625545,6972.2,7782.22,2141.0,181.8,2062.3,20.8,177.5,12973.9,596.0,8.0,2.13,1.8,1.0,3.0,-0.3907,1855.0802237,18.7100172879
01a59021o0103o,189.138591605,11.2316585185,15.7,0.01,88.78,o,21.898,59021.2882502,6993.82,7820.56,1497.0,181.7,1633.6,18.4,181.1,9750.9,579.9,8.35,2.14,1.8,1.0,3.0,-0.3907,1900.16252408,21.4024182438
01a59021o0114o,189.138591605,11.2316585185,15.7,0.01,86.35,o,21.881,59021.2934553,6935.4,7743.55,1790.0,182.4,1718.3,19.9,185.6,12199.0,660.4,4.8,2.01,1.78,1.0,3.0,-0.4027,1906.66236874,22.0814649002
01a59021o0140o,189.138591605,11.2316585185,15.68,0.01,107.67,o,22.244,59021.3059262,6916.29,7861.01,2127.0,181.4,2368.7,22.0,181.0,16135.9,686.2,5.63,2.06,1.8,1.0,3.0,-0.3997,1944.50261174,18.0601416213
02a59022o0083c,189.138591807,11.2316589759,16.88,0.02,45.74,c,22.223,59022.2816634,3334.38,9058.22,676.0,180.8,498.6,10.9,180.3,5172.9,634.2,3.12,2.5,2.28,1.0,3.0,-0.4007,642.075169544,14.0365410109
02a59022o0090c,189.138591807,11.2316589759,16.81,0.02,46.97,c,22.218,59022.2848672,3317.1,9018.47,679.0,181.4,507.3,10.8,180.5,5486.1,479.3,3.48,2.55,2.33,1.0,3.0,-0.4017,684.730556679,14.577350704
02a59022o0105c,189.138591807,11.2316589759,16.84,0.02,45.93,c,22.208,59022.2917664,3373.81,9096.64,616.0,182.1,482.3,10.5,178.5,4439.5,630.9,3.03,2.57,2.36,1.0,3.0,-0.3997,669.45460531,14.5744834247
02a59022o0130c,189.138591807,11.2316589759,16.85,0.02,43.57,c,22.212,59022.3032724,3394.4,8978.92,630.0,181.3,483.6,11.1,182.3,5552.9,517.8,2.45,2.56,2.34,1.0,3.0,-0.3967,658.720015983,15.1195040889
01a59025o0038o,189.138591824,11.2316587059,15.73,0.01,83.26,o,22.285,59025.2563267,6788.76,3912.53,1265.0,181.3,1132.3,13.6,180.3,11943.5,742.3,2.4,2.93,2.72,1.0,3.0,-0.3617,1857.61956691,22.3117778945
01a59025o0055o,189.138591824,11.2316587059,15.76,0.01,91.54,o,22.286,59025.2642001,6810.03,3952.01,1168.0,180.8,1217.5,13.3,175.1,12389.9,685.6,3.13,2.81,2.57,1.0,3.0,-0.3587,1803.29657736,19.6992562455
01a59025o0064o,189.138591824,11.2316587059,15.76,0.01,93.79,o,22.286,59025.2684342,6752.51,3873.72,1291.0,181.0,1238.0,13.2,183.0,13268.1,678.7,2.79,2.8,2.55,1.0,3.0,-0.3557,1807.91330857,19.2766200914
01a59025o0116o,189.138591824,11.2316587059,15.78,0.01,96.41,o,22.28,59025.2930312,6736.13,3990.62,1573.0,179.8,1532.9,15.9,178.1,13522.8,654.9,4.85,2.49,2.23,1.0,3.0,-0.3697,1773.27781043,18.3933180154
02a59027o0053o,189.138591782,11.2316586782,15.77,0.01,75.54,o,22.167,59027.2668868,1658.5,2857.53,1867.0,181.4,1692.1,22.4,180.9,8811.1,836.7,1.81,2.2,1.94,1.0,3.0,-0.4437,1787.34825851,23.6608953316
02a59027o0061o,189.138591782,11.2316586782,15.77,0.01,75.11,o,22.166,59027.2705812,1639.08,2818.6,1463.0,179.9,1517.3,20.2,171.1,7499.4,998.0,2.08,2.33,2.06,1.0,3.0,-0.4307,1782.59771092,23.7319407899
02a59027o0087o,189.138591782,11.2316586782,15.75,0.01,74.68,o,22.162,59027.2826407,1698.32,2896.1,1625.0,177.1,1620.6,21.7,176.9,12061.6,1012.9,1.69,2.27,2.02,1.0,3.0,-0.4317,1827.30821422,24.4678441618
02a59027o0124o,189.138591782,11.2316586782,15.77,0.02,71.49,o,22.155,59027.299801,1719.27,2777.68,1689.0,181.2,1587.0,22.2,176.7,8994.8,909.1,2.62,2.28,2.0,1.0,3.0,-0.4327,1792.67067693,25.0770567283
02a59031o0027o,189.138591798,11.231658764,15.81,0.02,59.43,o,22.166,59031.2550699,1651.0,2862.75,1197.0,182.7,1301.5,21.9,180.9,9249.6,1264.0,1.93,2.45,2.13,1.0,3.0,-0.4667,1718.49631626,28.9166879187
02a59031o0035o,189.138591798,11.231658764,15.83,0.02,60.71,o,22.164,59031.2595079,1631.52,2822.1,1299.0,180.6,1147.4,18.9,182.6,10256.2,1084.8,1.6,2.63,2.25,1.0,3.0,-0.4467,1689.70876709,27.8329228674
02a59031o0087o,189.138591798,11.231658764,15.79,0.02,65.11,o,22.156,59031.28362,1691.54,2898.16,1467.0,181.7,1302.2,20.0,174.0,8057.7,973.1,1.51,2.51,2.14,1.0,3.0,-0.4437,1748.7347134,26.8581587067
02a59031o0116o,189.138591798,11.231658764,15.84,0.02,64.81,o,22.152,59031.2970428,1714.94,2777.7,1250.0,182.0,1198.9,18.5,183.2,9856.8,884.5,1.55,2.65,2.11,1.0,3.0,-0.4397,1675.98464233,25.8618032223
01a59033o0093o,189.138591703,11.2316586264,15.77,0.01,74.56,o,22.285,59033.2810801,793.25,7617.6,2034.0,180.8,1774.6,23.8,167.0,8977.9,1315.1,2.64,2.4,2.04,1.0,3.0,-0.3567,1780.33049801,23.8768544194
01a59033o0105o,189.138591703,11.2316586264,15.79,0.01,72.31,o,22.281,59033.286618,813.99,7656.76,1849.0,183.0,1938.0,26.8,167.7,10299.9,1153.9,3.86,2.28,1.91,1.0,3.0,-0.3717,1759.87058427,24.3367036421
01a59033o0113o,189.138591703,11.2316586264,15.76,0.01,72.87,o,22.28,59033.2903011,754.7,7578.68,1999.0,182.5,1850.8,25.4,170.7,10401.7,1250.0,3.07,2.39,1.97,1.0,3.0,-0.3597,1798.79786412,24.6863333416
01a59033o0135o,189.138591703,11.2316586264,15.76,0.01,73.24,o,22.277,59033.3004543,735.11,7695.45,2007.0,182.1,1830.9,25.0,163.8,12591.5,1228.3,2.96,2.43,1.97,1.0,3.0,-0.3567,1809.23870372,24.7042261144
02a59035o0066o,189.138591183,11.2316583333,15.82,0.02,56.01,o,22.148,59035.2963436,6833.31,918.03,1316.0,184.9,1221.1,21.8,185.2,8769.6,1374.5,1.75,2.51,2.24,1.0,3.0,-0.4327,1711.71602424,30.5588480292
02a59035o0074o,189.138591183,11.2316583333,15.9,0.02,51.91,o,22.146,59035.3000278,6813.61,877.53,1418.0,186.8,1079.8,20.8,180.8,5741.9,1209.2,2.29,2.55,2.31,1.0,3.0,-0.4347,1591.67439072,30.6601475522
02a59035o0090o,189.138591183,11.2316583333,15.81,0.02,55.54,o,22.142,59035.3073794,6872.86,953.4,1430.0,186.6,1255.1,22.6,172.1,4225.2,1423.6,2.25,2.46,2.22,1.0,3.0,-0.4377,1726.3353213,31.0853145258
02a59035o0112o,189.138591183,11.2316583333,15.83,0.02,53.23,o,22.134,59035.3174807,6894.23,834.86,1382.0,185.5,1187.0,22.3,183.2,7802.5,1265.2,1.52,2.51,2.25,1.0,3.0,-0.4307,1689.91828017,31.7482541262
01a59037o0060o,189.138590737,11.2316582632,15.88,0.01,89.38,o,22.28,59037.267481,783.56,7617.37,2667.0,183.3,2270.3,25.4,181.3,11666.5,832.9,5.83,1.86,1.74,1.0,3.0,-0.4257,1611.77415278,18.0324465844
01a59037o0067o,189.138590737,11.2316582632,15.89,0.01,89.24,o,22.279,59037.2707437,802.73,7656.99,2131.0,180.2,2409.6,27.0,182.6,9861.0,742.4,4.67,1.78,1.7,1.0,3.0,-0.4247,1599.45720086,17.9222046909
01a59037o0105o,189.138590737,11.2316582632,15.85,0.01,86.16,o,22.273,59037.2885213,743.66,7579.23,2579.0,183.9,2386.5,27.7,180.7,12516.3,1015.5,4.54,1.83,1.73,1.0,3.0,-0.4197,1658.88918895,19.2546534817
01a59037o0113o,189.138590737,11.2316582632,15.88,0.01,81.51,o,22.272,59037.2922123,723.67,7695.54,2774.0,186.0,2266.0,27.8,193.3,16756.5,1069.5,6.24,1.89,1.73,1.0,3.0,-0.4087,1611.8571799,19.7747703448

