pl_name,default_flag,disc_facility,tran_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratror,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
HAT-P-16 b,1,HATNet,1,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,2.77596,0.0413,14.448,1.2890000000000001,1332.605,4.1930000000000005,,,1332.605,4.1930000000000005,Mass,0.036000000000000004,,1626.0,86.6,0.439,1.147,3.0624,0.1071,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,F8,6158.0,1.24,1.22,0.17,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h38m17.53s,9.573034300000002,+42d27m47.15s,42.4630961,11.38,10.911,9.85,9.623,9.553001,,,,,10.7568,2014-05-14,2010-09,2014-05-14
HAT-P-17 b,0,HATNet,1,<a refstr=HOWARD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749..134H/abstract target=ref> Howard et al. 2012 </a>,10.338523,0.0882,11.321,1.01,169.71,0.534,,,169.71,0.534,Mass,0.342,,792.0,89.2,0.311,,4.056,0.1238,<a refstr=HOWARD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749..134H/abstract target=ref> Howard et al. 2012 </a>,K,5246.0,0.84,0.86,0.0,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,11.331,10.375,9.017000000000001,8.619,8.544,,,,,10.2743,2018-04-25 14:05:08,2012-04,2014-05-14
HAT-P-18 b,2.1790000000000003,HATNet,1,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,5.508023000000001,0.0559,11.152999999999999,0.995,62.61,0.19699999999999998,,,62.61,0.19699999999999998,Mass,0.084,,852.0,88.8,0.324,,2.7144,0.1365,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,K2,4803.0,0.75,0.77,0.1,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h05m23.13s,256.34637599999996,+33d00m44.37s,33.0123251,13.662,12.597000000000001,10.822000000000001,10.34,10.234,15.8651,13.5205,12.4201,12.13,12.3682,2014-05-14,2011-01,2014-05-14
HAT-P-19 b,1,HATNet,1,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,4.0087779999999995,0.0466,12.689,1.1320000000000001,92.802,0.292,,,92.802,0.292,Mass,0.067,,1010.0,88.2,0.40399999999999997,,2.8368,0.1418,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,K1,4990.0,0.82,0.84,0.23,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h38m03.98s,9.5165832,+34d42m41.05s,34.711402500000005,13.834000000000001,12.825999999999999,11.095,10.644,10.546,15.7269,15.1679,12.7461,14.0311,12.5567,2014-05-14,2011-01,2014-05-14
HAT-P-2 b,F8,HATNet,1,<a refstr=PAL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.401.2665P/abstract target=ref> Pal et al. 2010 </a>,5.633472900000001,0.06878,12.969000000000001,1.157,2888.95,9.09,,,2888.95,9.09,Mass,0.5171,,1540.0,86.72,0.395,,4.2888,0.07227,<a refstr=PAL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.401.2665P/abstract target=ref> Pal et al. 2010 </a>,,6290.0,1.64,1.36,0.14,[Fe/H],4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.047960100000005,9.15,8.72,7.796,7.652,7.603,,,,,8.598419999999999,2018-09-25 16:47:15,2010-02,2014-05-14
HAT-P-20 b,1,HATNet,1,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,2.875317,0.0361,9.718,0.867,2302.899,7.246,,,2302.899,7.246,Mass,0.015,,970.0,86.8,0.631,0.9898,1.848,0.1284,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,K3,4595.0,0.69,0.76,0.35,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m39.94s,111.91642949999999,+24d20m10.03s,24.3361185,12.539000000000001,11.231,9.276,8.743,8.601,15.8447,15.6262,13.1135,12.0708,10.9903,2014-05-14,2011-12,2014-05-14
HAT-P-21 b,0,HATNet,1,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,4.124480999999999,0.0494,11.478,1.024,1291.289,4.063,,,1291.289,4.063,Mass,0.228,,1283.0,87.2,0.546,0.7341,3.6719999999999997,0.095,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,G3,5588.0,1.1,0.95,0.01,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h25m05.98s,171.2749348,+41d01m40.87s,41.028020700000006,12.56,11.459000000000001,10.503,10.154,10.111,14.8395,12.4013,11.5915,11.4387,11.5583,2018-04-25 14:05:15,2011-12,2014-05-14
HAT-P-22 b,0,HATNet,1,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,3.21222,0.0414,12.106,1.08,682.352,2.147,,,682.352,2.147,Mass,0.016,,1283.0,86.9,0.466,0.8894,2.8704,0.1065,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,G5,5302.0,1.04,0.92,0.24,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,10.618,9.763,8.293,7.935,7.837000000000001,,,,,9.51936,2018-04-25 14:05:31,2011-12,2014-05-14
HAT-P-23 b,0,HATNet,1,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,1.212884,0.0232,15.334000000000001,1.368,664.237,2.09,,,664.237,2.09,Mass,0.106,,2056.0,85.1,0.324,1.0536,2.1792,0.1169,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,G0,5905.0,1.2,1.13,0.15,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h24m29.74s,306.12390760000005,+16d45m43.73s,16.7621462,13.050999999999998,11.937000000000001,11.103,10.845999999999998,10.790999999999999,,,,,12.1741,2018-04-25 14:04:45,2011-12,2014-05-14
HAT-P-24 b,0,HATNet,1,<a refstr=KIPPING_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3389K/abstract target=ref> Kipping et al. 2010 </a>,3.3552400000000002,0.0465,13.922,1.242,217.704,0.685,,,217.704,0.685,Mass,0.067,,1637.0,88.6,0.18899999999999997,0.941,3.6936,0.09699999999999999,<a refstr=KIPPING_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3389K/abstract target=ref> Kipping et al. 2010 </a>,F8,6373.0,1.32,1.19,-0.16,[Fe/H],4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h15m18.03s,108.82511709999999,+14d15m45.38s,14.262606400000001,12.208,11.762,10.797,10.589,10.543,14.315,11.999,11.6961,11.620999999999999,11.6396,2018-04-25 14:04:36,2010-12,2014-05-14
HAT-P-25 b,G5,HATNet,1,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>,3.65281514,0.0466,12.722000000000001,1.135,180.84527,0.569,180.84527,0.569,180.84527,0.569,Mass,0.023,325.0,1182.0,88.22,0.34700000000000003,0.0161,2.81304,0.1269,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>,,5519.0,0.92,1.01,0.294,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h13m44.51s,48.4354731,+25d11m50.48s,25.1973548,14.094000000000001,13.145999999999999,11.319,10.908,10.815,,,,,12.8416,2019-01-14 16:36:08,2018-06,2019-01-17
HAT-P-26 b,0,HATNet,1,<a refstr=HARTMAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.1008H/abstract target=ref> Hartman et al. 2010 </a>,4.234516,0.0479,6.332999999999999,0.565,18.750999999999998,0.059000000000000004,,,18.750999999999998,0.059000000000000004,Mass,0.124,,1001.0,88.6,0.303,0.5429999999999999,2.4552,0.0737,<a refstr=HARTMAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.1008H/abstract target=ref> Hartman et al. 2010 </a>,K1,5079.0,0.79,0.82,-0.04,[Fe/H],4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,12.325999999999999,11.757,10.08,9.685,9.581,,,,,11.4641,2018-04-25 14:04:32,2011-02,2014-05-14
HAT-P-27 b,G8,HATNet,1,<a refstr=BROWN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B/abstract target=ref> Brown et al. 2012 </a>,3.039577,0.04,11.43,1.02,197.05,0.62,,,197.05,0.62,Mass,0.0,,,85.0,0.87,1.43,1.68,0.12,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5316.0,0.86,0.92,0.3,[M/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h51m04.16s,222.7673221,+05d56m50.51s,5.9473626,13.046,12.052,10.626,10.249,10.109,,,,,11.9562,2018-02-01 17:05:32,2012-12,2018-02-01
HAT-P-28 b,1,HATNet,1,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,3.257215,0.0434,13.585,1.212,198.953,0.626,,,198.953,0.626,Mass,0.051,,1384.0,88.0,0.299,1.4719,3.2184,0.113,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,G3,5680.0,1.1,1.02,0.12,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m00.22s,13.0009159,+34d43m42.25s,34.728402,13.825,13.097999999999999,11.561,11.206,11.104000000000001,15.1459,14.2734,13.1281,12.8267,12.8718,2014-05-14,2011-06,2014-05-14
HAT-P-29 b,F8,HATNet,1,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..181W/abstract target=ref>Wang et al. 2018</a>,5.72339,0.0665,11.925999999999998,1.064,243.77561,0.767,243.77561,0.767,243.77561,0.767,Mass,0.075,433.0,1271.0,87.99,0.41700000000000004,0.782,3.8928,0.0885,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..181W/abstract target=ref>Wang et al. 2018</a>,,6115.0,1.24,1.2,0.128,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m31.46s,33.131092100000004,+51d46m43.59s,51.778775399999994,12.300999999999998,11.825,10.648,10.395,10.297,,,,,11.7336,2019-08-09 09:30:07,2018-10,2019-08-15
HAT-P-3 b,0,HATNet,1,<a refstr=TORRES_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...666L.121T/abstract target=ref> Torres et al. 2007 </a>,2.8997029999999997,0.038939999999999995,9.976,0.89,190.38017,0.599,,,190.38017,0.599,Mass,0.0,,,87.24,0.51,,2.0592,0.1109,<a refstr=TORRES_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...666L.121T/abstract target=ref> Torres et al. 2007 </a>,K,5185.0,0.82,0.94,0.27,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m22.56s,206.0940142,+48d01m42.83s,48.028565,12.526,11.856,9.936,9.542,9.448,15.3497,12.0573,11.2937,11.093,11.2795,2018-04-25 14:05:32,2007-09,2016-10-06
HAT-P-30 b,0,HATNet,1,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.3825J/abstract target=ref> Johnson et al. 2011 </a>,2.810595,0.0419,15.02,1.34,225.968,0.711,,,225.968,0.711,Mass,0.035,,1630.0,83.6,0.8540000000000001,0.8072,2.1288,0.1134,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.3825J/abstract target=ref> Johnson et al. 2011 </a>,,6304.0,1.22,1.24,0.13,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h15m47.96s,123.94984309999998,+05d50m12.72s,5.8368669,10.952,10.352,9.442,9.22,9.151,,,,,10.2998,2018-04-25 14:04:31,2011-07,2014-05-14
HAT-P-32 b,1,HATNet,1,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.1500082000000003,0.03397,22.194000000000003,1.98,216.1244,0.68,216.1244,0.68,216.1244,0.68,Mass,0.159,1841.0,1836.0,88.98,0.083,2.2159999999999997,3.12048,0.14886,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.0,1.37,1.13,-0.16,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.687851200000004,11.794,11.439,10.251,10.024,9.99,,,,,11.1335,2019-07-08 11:15:14,2019-02,2019-07-11
HAT-P-33 b,0,HATNet,1,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,3.474474,0.0499,18.898,1.686,242.176,0.762,,,242.176,0.762,Mass,0.0,,1782.0,87.2,0.325,0.7798,4.4136,0.1058,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,,6446.0,1.64,1.38,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h32m44.22s,113.18423829999999,+33d50m06.08s,33.835021399999995,11.665999999999999,11.032,10.263,10.061,10.004,,,,,11.0238,2018-04-25 14:05:02,2011-11,2014-05-14
HAT-P-34 b,0,4.24,1,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,5.452654,0.0677,13.417,1.197,1057.694,3.3280000000000003,,,1057.694,3.3280000000000003,Mass,0.441,,1520.0,87.1,0.336,,3.492,0.0801,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,,6442.0,1.53,1.39,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h12m46.90s,303.1954355,+18d06m17.20s,18.104777600000002,10.807,10.402999999999999,9.46,9.322000000000001,9.247,,,,,10.1944,2020-03-13 11:27:40,2012-07,2014-05-14
HAT-P-35 b,0,HATNet,1,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,3.6467059999999996,0.0498,14.93,1.3319999999999999,334.97900000000004,1.054,,,334.97900000000004,1.054,Mass,0.025,,1581.0,87.3,0.35700000000000004,0.91,3.9360000000000004,0.0954,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,,6096.0,1.44,1.24,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m00.17s,123.250703,+04d47m13.30s,4.7870288,12.838,12.389000000000001,11.357999999999999,11.072000000000001,11.03,14.6095,12.6873,12.387,12.3141,12.2802,2020-03-13 11:27:39,2012-07,2014-05-14
HAT-P-36 b,0,HATNet,1,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,1.3273466,0.02402,15.210999999999999,1.357,611.82275,1.925,609.9157700000001,1.919,611.82275,1.925,Mass,0.063,1821.0,1820.0,85.19,0.373,1.588,2.23248,0.126,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,5560.0,1.11,1.05,0.26,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m03.89s,188.26620480000003,+44d54m55.32s,44.9153672,12.967,12.145999999999999,11.046,10.722999999999999,10.603,15.0796,12.7303,12.168,11.9824,12.093,2019-07-08 11:33:46,2019-02,2019-07-11
HAT-P-38 b,1,HATNet,1,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,4.640382,0.0523,9.247,0.825,84.85700000000001,0.267,,,84.85700000000001,0.267,Mass,0.067,,1082.0,88.3,0.37200000000000005,,3.0408,0.0918,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,,5330.0,0.92,0.89,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,13.34,12.525,10.989,10.593,10.501,14.7233,13.1831,12.4788,12.2275,12.3021,2014-05-14,2012-10,2014-05-14
HAT-P-39 b,1,HATNet,1,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,3.5438699999999996,0.0509,17.609,1.571,190.372,0.599,,,190.372,0.599,Mass,0.0,,1752.0,87.0,0.349,0.9990000000000001,4.188,0.0993,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,,6430.0,1.62,1.4,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h35m01.98s,113.75825259999998,+17d49m48.10s,17.8300283,12.776,12.282,11.424000000000001,11.184000000000001,11.157,15.2777,12.651,12.2927,12.2488,12.2269,2014-05-14,2012-11,2014-05-14
HAT-P-4 b,0,HATNet,1,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,3.056536,0.0446,14.235,1.27,216.1244,0.68,,,216.1244,0.68,Mass,0.0,,,89.9,0.01,,4.224,0.08199999999999999,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,G1 V,5860.0,1.59,1.26,0.24,[Fe/H],4.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m57.89s,229.99122000000003,+36d13m46.36s,36.229545,11.831,11.118,10.1,9.837,9.770000999999999,,,,,11.0634,2016-10-12 11:43:14,2007-11,2016-10-13
HAT-P-41 b,0,4.39,1,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,2.6940470000000003,0.0426,18.887,1.685,254.253,0.8,,,254.253,0.8,Mass,0.0,,1941.0,87.7,0.222,0.7709999999999999,4.0896,0.1028,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,,6390.0,1.68,1.42,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m17.44s,297.3226523,+04d40m20.68s,4.672412400000001,11.652000000000001,11.365,10.006,9.777000000000001,9.728,,,,,10.939,2018-04-25 14:04:34,2012-11,2014-05-14
HAT-P-42 b,1,HATNet,1,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,4.641878,0.0575,14.347999999999999,1.28,331.801,1.044,,,331.801,1.044,Mass,0.0,,1428.0,85.9,0.5770000000000001,,4.0344,0.086,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,,5743.0,1.53,1.18,0.27,[Fe/H],4.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,12.827,12.125,10.96,10.677,10.626,14.6496,12.6126,13.8471,11.9737,12.0031,2014-05-14,2013-10,2014-05-14
HAT-P-44 b,1,HATNet,1,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,4.301219000000001,0.0507,13.922,1.242,111.87100000000001,0.35200000000000004,,,111.87100000000001,0.35200000000000004,Mass,0.044000000000000004,,1108.0,89.1,0.172,,3.1248,0.1343,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,5295.0,0.95,0.94,0.33,[Fe/H],4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h12m34.53s,213.14386040000002,+47d00m53.22s,47.0147826,14.136,13.225,11.729000000000001,11.36,11.275,15.968,14.2829,13.0495,12.9233,12.9729,2014-05-14,2014-06,2014-05-14
HAT-P-45 b,1,HATNet,1,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,3.1289919999999998,0.0452,15.984000000000002,1.426,283.492,0.892,,,283.492,0.892,Mass,0.049,,1652.0,87.8,0.281,,3.4464,0.111,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,6330.0,1.32,1.26,0.07,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h17m29.58s,274.3732697,-03d22m51.81s,-3.3810594,13.745999999999999,12.783,10.73,10.35,10.201,,,,,12.3977,2014-05-14,2014-06,2014-05-14
HAT-P-46 b,1,HATNet,1,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,4.463129,0.0577,14.392000000000001,1.284,156.684,0.493,,,156.684,0.493,Mass,0.12300000000000001,,1458.0,85.5,0.626,,3.0984,0.0942,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,6120.0,1.4,1.28,0.3,[Fe/H],4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h01m46.60s,270.44418310000003,-02d58m15.53s,-2.97098,12.714,11.997,10.33,9.972000000000001,9.924,,,,,11.6843,2014-05-14,2014-06,2014-05-14
